epoch,train_loss,valid_loss,validation,fool_loss,div_loss_0,time
0,2.250850,2.291583,0.469000,1.292495,0.999088,03:32
1,2.108333,2.127769,0.506000,1.132820,0.994949,03:34
2,1.993827,2.077918,0.526000,1.082234,0.995683,03:33
3,1.997333,2.028421,0.527000,1.034956,0.993465,03:34
4,1.947602,1.973076,0.548000,0.984192,0.988883,03:33
