epoch,train_loss,valid_loss,validation,fool_loss,div_loss_0,time
0,3.758180,3.846035,0.196000,2.852046,0.993989,03:31
1,2.784722,2.894293,0.362000,1.894503,0.999790,03:32
2,2.221379,2.240003,0.509000,1.240080,0.999923,03:32
3,2.086627,2.179077,0.521000,1.179235,0.999842,03:33
4,2.020435,2.131346,0.528000,1.131494,0.999853,03:31
