epoch,train_loss,valid_loss,validation,fool_loss,div_loss_0,time
0,4.018994,4.024417,0.159000,3.027343,0.997074,03:31
1,1.760083,1.732510,0.708000,0.733943,0.998566,03:34
2,1.335203,1.376025,0.826000,0.377283,0.998742,03:33
3,1.304975,1.313368,0.846000,0.314664,0.998705,03:33
4,1.248946,1.278159,0.873000,0.278780,0.999379,03:32
