epoch,train_loss,valid_loss,validation,fool_loss,div_loss_0,time
0,2.334890,2.329295,0.465000,1.329672,0.999623,03:31
1,1.787904,1.710000,0.656000,0.710277,0.999722,03:32
2,1.582666,1.612076,0.703000,0.618226,0.993850,03:31
3,1.384596,1.480004,0.715000,0.627393,0.852611,03:32
4,1.270011,1.378172,0.717000,0.603353,0.774819,03:30
