epoch,train_loss,valid_loss,validation,fool_loss,div_loss_0,triplet_loss,time
0,9.644494,9.740513,0.151000,3.141119,0.999668,1.399932,06:39
1,8.155657,8.111289,0.505000,1.512053,0.999589,1.399912,06:40
2,7.406157,7.366163,0.541000,1.300085,0.828665,1.309353,06:39
3,7.068739,7.214474,0.557000,1.287528,0.770179,1.289192,06:40
