epoch,train_loss,valid_loss,validation,fool_loss,div_loss_0,triplet_loss,time
0,8.088909,8.108315,0.423000,1.513507,0.999275,1.398883,06:39
1,7.384595,7.331811,0.662000,0.733788,0.999529,1.399624,06:40
2,6.197537,6.108003,0.691000,0.800760,0.703905,1.150834,06:39
3,6.367335,6.107809,0.706000,0.732855,0.747650,1.156826,06:38
