epoch,train_loss,valid_loss,validation,fool_loss,div_loss_0,triplet_loss,time
0,7.620994,7.610083,0.460000,1.493768,0.896223,1.305023,06:40
1,6.067896,6.020481,0.710000,0.747847,0.722472,1.137541,06:40
2,5.681979,5.428079,0.736000,0.707178,0.607988,1.028228,06:40
3,5.209087,5.118501,0.687000,0.849461,0.507931,0.940277,06:39
