epoch,train_loss,valid_loss,validation,fool_loss,div_loss_0,triplet_loss,time
0,7.806304,7.901896,0.471000,1.302096,0.999925,1.399969,06:39
1,7.842751,7.808414,0.491000,1.208632,0.999870,1.399978,06:39
2,7.680397,7.778732,0.504000,1.180809,0.999230,1.399673,06:39
3,6.971844,6.776649,0.573000,1.084930,0.754565,1.234289,06:39
