epoch,train_loss,valid_loss,validation,fool_loss,div_loss_0,triplet_loss,time
0,7.850875,7.987879,0.452000,1.388882,0.999744,1.399813,06:39
1,7.773576,7.833771,0.428000,1.508828,0.918403,1.351635,06:39
2,7.496651,7.543589,0.442000,1.593819,0.817743,1.283007,06:39
3,7.212308,7.309393,0.423000,1.576273,0.763612,1.242377,06:39
