epoch,train_loss,valid_loss,validation,fool_loss,div_loss_0,triplet_loss,time
0,7.035277,7.089859,0.584000,1.114494,0.807106,1.292065,06:39
1,6.913286,6.833725,0.608000,1.091510,0.785321,1.239224,06:40
2,5.864477,5.709828,0.679000,0.743665,0.557203,1.102240,06:40
3,5.340858,5.423878,0.713000,0.737617,0.492654,1.048402,06:40
