epoch,train_loss,valid_loss,validation,fool_loss,div_loss_0,triplet_loss,time
0,7.996136,8.131640,0.401000,1.538349,0.999200,1.398523,06:40
1,8.030602,8.101428,0.433000,1.501541,0.999987,1.399975,06:38
2,8.022314,8.011207,0.446000,1.411256,0.999963,1.399997,06:39
3,7.701400,7.709885,0.514000,1.110316,0.999624,1.399986,06:39
