epoch,train_loss,valid_loss,validation,fool_loss,div_loss_0,triplet_loss,time
0,7.910815,7.932231,0.464000,1.333122,0.999653,1.399864,06:40
1,5.940519,5.803809,0.676000,0.787165,0.636728,1.094979,06:39
2,5.534641,5.319633,0.714000,0.694269,0.575577,1.012447,06:39
3,5.183873,4.939533,0.764000,0.587597,0.519783,0.958038,06:40
