epoch,train_loss,valid_loss,validation,fool_loss,div_loss_0,triplet_loss,time
0,8.368838,8.502058,0.350000,1.902153,0.999876,1.400007,06:39
1,7.949613,7.944503,0.464000,1.344836,0.999857,1.399953,06:39
2,6.940709,6.829986,0.506000,1.206176,0.718314,1.226374,06:39
3,6.078855,6.244534,0.629000,0.925754,0.626802,1.172995,06:39
