epoch,train_loss,valid_loss,validation,fool_loss,div_loss_0,triplet_loss,time
0,7.958402,8.146674,0.414000,1.547846,0.999551,1.399819,06:39
1,7.965562,7.946741,0.456000,1.347038,0.999817,1.399971,06:39
2,7.778537,7.447541,0.452000,1.375168,0.887347,1.296257,06:40
3,6.601955,6.791865,0.499000,1.256130,0.708157,1.206895,06:39
