epoch,train_loss,valid_loss,validation,fool_loss,div_loss_0,triplet_loss,time
0,8.012704,8.000443,0.460000,1.400835,0.999878,1.399933,06:40
1,7.813252,7.876112,0.483000,1.280413,0.998955,1.399186,06:39
2,6.172894,6.268062,0.605000,0.951775,0.630796,1.171373,06:39
3,5.408932,5.606818,0.647000,0.853722,0.537415,1.053920,06:40
