epoch,train_loss,valid_loss,validation,fool_loss,div_loss_0,triplet_loss,time
0,7.880153,7.981614,0.441000,1.381697,0.999939,1.399995,06:39
1,7.738616,7.776044,0.498000,1.199832,0.991733,1.396120,06:40
2,6.092309,6.023685,0.627000,0.922034,0.627327,1.118581,06:39
3,5.698444,5.591094,0.633000,0.886533,0.520564,1.045999,06:39
