epoch,train_loss,valid_loss,validation,targeted_validation,div_metric,fool_loss,time
384,5.945000,6.045177,0.739000,0.087000,615.000000,6.045177,04:11
385,5.993638,6.127351,0.760000,0.092000,605.750000,6.127350,04:10
386,5.943982,6.136547,0.730000,0.079000,604.000000,6.136547,04:11
387,6.033702,6.141200,0.761000,0.086000,622.000000,6.141201,04:09
388,5.997166,6.087675,0.744000,0.098000,603.250000,6.087675,04:12
389,5.898320,6.076450,0.760000,0.092000,611.250000,6.076451,04:22
390,5.957546,6.024242,0.741000,0.096000,607.250000,6.024241,04:08
391,5.984332,6.093360,0.761000,0.099000,619.000000,6.093361,04:09
392,5.982972,6.072876,0.756000,0.110000,610.500000,6.072875,04:17
393,5.984093,6.090577,0.752000,0.097000,616.750000,6.090577,04:08
394,5.842665,6.106358,0.757000,0.089000,598.500000,6.106358,04:07
395,5.961390,6.105858,0.742000,0.094000,594.250000,6.105858,04:09
396,6.049758,6.178585,0.755000,0.097000,595.500000,6.178585,04:09
397,5.796008,6.166828,0.753000,0.072000,625.000000,6.166828,04:08
398,5.894042,6.031465,0.750000,0.094000,618.500000,6.031465,04:23
399,5.952802,5.987588,0.750000,0.089000,615.750000,5.987588,04:26
400,5.996392,6.153863,0.756000,0.093000,605.500000,6.153863,04:08
401,5.978251,6.109749,0.740000,0.094000,600.250000,6.109749,04:11
402,5.934731,6.038774,0.753000,0.100000,596.500000,6.038775,04:12
403,5.965912,6.045467,0.758000,0.100000,607.000000,6.045466,04:18
404,5.892713,6.026294,0.747000,0.099000,584.500000,6.026294,04:08
405,6.028229,6.039412,0.756000,0.100000,596.250000,6.039412,04:20
406,5.952348,6.175762,0.758000,0.078000,614.750000,6.175763,04:07
407,5.789643,6.055026,0.756000,0.105000,618.500000,6.055027,04:08
408,5.914327,6.017119,0.741000,0.102000,609.500000,6.017118,04:22
409,5.813190,5.988159,0.747000,0.108000,623.000000,5.988160,04:19
410,5.829914,6.028135,0.741000,0.100000,606.250000,6.028136,04:18
411,5.959988,6.005654,0.736000,0.095000,602.750000,6.005652,04:18
412,5.842233,6.044863,0.748000,0.095000,606.500000,6.044863,04:18
413,5.877955,6.032423,0.752000,0.101000,589.000000,6.032423,04:16
414,5.939412,6.064920,0.751000,0.099000,620.250000,6.064920,04:19
415,5.888615,6.134375,0.741000,0.088000,615.750000,6.134376,04:08
416,5.955372,6.020111,0.761000,0.096000,606.250000,6.020111,04:09
417,5.924191,6.011948,0.747000,0.089000,592.500000,6.011948,04:09
418,5.839714,6.118263,0.759000,0.087000,607.750000,6.118262,04:08
419,5.960297,6.022332,0.745000,0.093000,611.500000,6.022331,04:33
420,5.870302,6.003624,0.745000,0.104000,621.250000,6.003623,04:41
421,5.895212,6.025277,0.753000,0.103000,597.500000,6.025277,04:40
422,5.849333,5.935410,0.745000,0.114000,607.250000,5.935410,04:37
423,5.957214,6.084860,0.764000,0.096000,610.500000,6.084860,04:21
424,5.821470,6.057153,0.749000,0.104000,604.000000,6.057154,04:18
425,5.814698,6.013294,0.755000,0.110000,603.500000,6.013294,04:40
426,5.907163,5.986220,0.757000,0.105000,618.750000,5.986220,04:40
427,5.979589,6.058425,0.757000,0.094000,609.250000,6.058425,04:31
428,5.819255,6.028452,0.756000,0.102000,614.750000,6.028452,04:32
429,5.903961,5.945864,0.745000,0.104000,626.750000,5.945864,04:31
430,5.835609,6.048203,0.757000,0.111000,634.000000,6.048203,04:29
431,5.860447,6.034744,0.735000,0.093000,608.750000,6.034745,04:29
432,5.918663,6.071207,0.751000,0.098000,610.500000,6.071207,04:29
433,5.883416,5.949959,0.755000,0.105000,609.000000,5.949959,04:32
434,5.948953,6.065150,0.755000,0.083000,620.250000,6.065150,04:28
435,5.905910,6.014430,0.753000,0.109000,600.250000,6.014429,04:29
436,5.940819,6.070101,0.748000,0.101000,591.000000,6.070102,04:30
437,5.882570,5.982616,0.757000,0.103000,593.750000,5.982616,04:29
438,5.811149,6.011997,0.752000,0.100000,614.250000,6.011998,04:31
439,5.766888,6.066486,0.739000,0.096000,601.000000,6.066487,04:28
440,5.864369,6.048195,0.739000,0.101000,599.000000,6.048195,04:28
441,5.870724,6.019936,0.761000,0.110000,600.250000,6.019936,04:27
442,5.868610,5.988748,0.752000,0.102000,595.750000,5.988748,04:28
443,5.844810,6.068228,0.739000,0.100000,604.750000,6.068229,04:39
444,5.835395,5.992017,0.733000,0.099000,612.500000,5.992018,04:27
445,5.796327,5.945630,0.742000,0.116000,592.750000,5.945630,04:28
446,5.996284,6.011045,0.740000,0.108000,590.500000,6.011047,04:29
447,5.898771,6.028190,0.742000,0.105000,598.750000,6.028191,04:29
448,5.967556,5.936699,0.755000,0.124000,600.750000,5.936699,04:30
449,5.845080,5.938597,0.753000,0.111000,589.000000,5.938597,04:37
450,5.774772,6.050289,0.739000,0.122000,592.750000,6.050289,04:30
451,5.844650,6.007074,0.745000,0.100000,602.750000,6.007074,04:31
452,5.841714,5.927302,0.745000,0.107000,596.750000,5.927302,04:29
453,5.832111,5.947934,0.747000,0.114000,602.250000,5.947934,04:28
454,5.920518,6.003010,0.734000,0.106000,615.750000,6.003011,04:29
455,5.741290,6.019631,0.761000,0.124000,592.000000,6.019631,04:24
456,5.810732,5.999459,0.751000,0.113000,591.250000,5.999459,04:24
457,5.854725,5.865129,0.753000,0.109000,583.750000,5.865129,04:23
458,5.659960,5.861677,0.762000,0.115000,611.250000,5.861677,04:24
459,5.942529,5.922285,0.737000,0.118000,600.500000,5.922286,04:29
460,5.796737,5.890565,0.745000,0.112000,591.750000,5.890564,04:23
461,5.775295,6.008092,0.744000,0.100000,607.500000,6.008091,04:32
462,5.760341,6.029704,0.767000,0.121000,594.250000,6.029704,04:32
463,5.904828,6.038040,0.747000,0.109000,618.000000,6.038042,04:31
464,5.694830,5.904802,0.747000,0.120000,594.250000,5.904802,04:34
465,5.841430,5.977701,0.751000,0.096000,606.250000,5.977702,04:33
466,5.804454,5.992386,0.749000,0.112000,606.000000,5.992388,04:33
467,5.705772,5.910915,0.745000,0.102000,598.500000,5.910914,04:56
468,5.844929,6.059466,0.728000,0.110000,604.000000,6.059467,04:51
469,5.826539,5.970667,0.755000,0.109000,595.500000,5.970667,04:37
470,5.930690,5.919333,0.762000,0.114000,596.000000,5.919333,04:39
471,5.736152,5.999702,0.736000,0.101000,605.500000,5.999703,04:36
472,5.684064,5.913385,0.755000,0.118000,616.250000,5.913385,04:33
473,5.804677,5.951898,0.748000,0.116000,593.000000,5.951898,04:31
474,5.812357,6.006710,0.749000,0.103000,599.750000,6.006710,04:32
475,5.806309,5.960706,0.740000,0.113000,609.500000,5.960706,04:31
476,5.887895,5.974985,0.750000,0.101000,615.750000,5.974986,04:35
477,5.839599,5.900248,0.751000,0.113000,603.750000,5.900246,04:34
478,5.876054,5.981440,0.763000,0.098000,582.250000,5.981440,04:32
479,5.724432,5.899069,0.735000,0.107000,594.250000,5.899070,04:29
480,5.795233,5.958128,0.756000,0.113000,594.750000,5.958128,04:32
481,5.870809,5.887187,0.740000,0.120000,593.500000,5.887187,04:33
482,5.775932,6.075705,0.742000,0.108000,611.250000,6.075705,04:35
483,5.869770,5.902913,0.756000,0.105000,599.000000,5.902912,04:34
484,5.844105,5.985441,0.743000,0.099000,595.250000,5.985440,04:33
485,5.868310,5.928100,0.752000,0.117000,595.000000,5.928100,04:35
486,5.773868,5.974466,0.759000,0.109000,597.250000,5.974467,04:33
487,5.725400,5.977162,0.747000,0.108000,598.000000,5.977161,04:33
488,5.792850,5.912925,0.754000,0.120000,605.250000,5.912925,04:37
489,5.860507,5.987360,0.764000,0.100000,605.250000,5.987359,04:41
490,5.805843,6.027372,0.755000,0.109000,619.500000,6.027372,04:42
491,5.753924,6.015445,0.754000,0.102000,612.000000,6.015445,04:57
492,5.767174,5.939496,0.745000,0.122000,618.250000,5.939496,04:30
493,5.747048,5.961924,0.753000,0.113000,608.750000,5.961923,04:31
494,5.780822,5.965762,0.738000,0.106000,607.000000,5.965762,04:33
495,5.744721,5.977596,0.751000,0.098000,613.750000,5.977597,04:33
496,5.776252,5.931234,0.748000,0.118000,604.000000,5.931232,04:32
497,5.757316,5.938679,0.746000,0.113000,625.500000,5.938679,04:24
498,5.763510,5.939846,0.752000,0.109000,627.500000,5.939846,04:07
499,5.795343,5.894305,0.750000,0.107000,625.000000,5.894304,04:08
