epoch,train_loss,valid_loss,validation,targeted_validation,div_metric,entropy,fool_loss,time
0,10.787132,10.908111,0.804000,0.002000,301.250000,6.659184,10.908113,04:39
1,10.371338,10.624263,0.804000,0.003000,305.250000,6.554950,10.624262,04:38
2,10.205278,10.394698,0.811000,0.010000,282.750000,6.322174,10.394698,04:41
3,9.881510,10.237101,0.812000,0.012000,290.250000,6.485526,10.237101,04:47
4,9.639156,10.060696,0.806000,0.019000,347.250000,6.831351,10.060697,04:44
5,9.458142,9.915553,0.814000,0.016000,406.750000,7.432017,9.915556,04:38
6,9.548003,9.784993,0.823000,0.019000,385.750000,7.337956,9.784991,04:35
7,9.395674,9.682716,0.818000,0.026000,350.500000,7.007959,9.682715,04:38
8,9.185772,9.574927,0.820000,0.029000,329.000000,6.885961,9.574928,04:39
9,9.107255,9.472975,0.816000,0.030000,359.250000,7.136000,9.472973,04:33
10,8.921393,9.354835,0.814000,0.036000,469.250000,8.134985,9.354836,04:36
11,8.986708,9.253265,0.808000,0.036000,507.500000,8.330837,9.253265,04:34
12,8.892659,9.190982,0.816000,0.045000,507.250000,8.365297,9.190982,04:45
13,8.882155,9.121951,0.817000,0.046000,401.500000,7.596962,9.121950,04:40
14,8.771326,9.069623,0.813000,0.053000,561.750000,8.676598,9.069623,04:46
15,8.738754,8.996389,0.814000,0.051000,498.000000,8.320652,8.996389,04:35
16,8.585988,8.926183,0.815000,0.057000,595.500000,8.976873,8.926182,04:37
17,8.308526,8.833399,0.813000,0.061000,510.250000,8.429272,8.833398,04:43
18,8.417430,8.754362,0.805000,0.069000,469.750000,8.239042,8.754363,04:34
19,8.532835,8.684129,0.818000,0.073000,517.750000,8.460550,8.684130,04:43
20,8.435788,8.650950,0.815000,0.077000,469.250000,8.106748,8.650950,04:48
21,8.268238,8.562078,0.824000,0.077000,469.250000,8.187785,8.562078,04:39
22,7.871641,8.561384,0.812000,0.085000,585.750000,8.914440,8.561383,04:34
23,8.054137,8.510159,0.814000,0.086000,583.750000,8.882833,8.510158,04:48
