epoch,train_loss,valid_loss,validation,div_metric,fool_loss,div_loss,time
0,0.702006,0.752018,0.805000,347.250000,0.244162,0.507856,04:40
1,0.658877,0.761287,0.795000,348.000000,0.262123,0.499164,04:46
2,0.639797,0.761831,0.797000,352.500000,0.246647,0.515184,04:44
3,0.666616,0.761892,0.799000,354.500000,0.238439,0.523453,04:43
4,0.635136,0.724189,0.812000,273.750000,0.232742,0.491446,04:58
5,0.645380,0.733809,0.807000,287.500000,0.233984,0.499825,05:00
6,0.623018,0.697382,0.819000,292.250000,0.215632,0.481749,04:59
7,0.653875,0.700832,0.824000,258.000000,0.222594,0.478237,04:59
8,0.615527,0.699621,0.816000,293.250000,0.223167,0.476454,05:00
9,0.624752,0.669957,0.817000,335.750000,0.210359,0.459598,04:59
10,0.602561,0.694497,0.809000,284.000000,0.241684,0.452814,05:02
11,0.645772,0.666946,0.806000,330.000000,0.209637,0.457309,04:58
12,0.606763,0.665345,0.827000,306.750000,0.209103,0.456243,05:03
13,0.580693,0.730506,0.792000,283.750000,0.271497,0.459010,05:02
14,0.601080,0.677022,0.844000,312.250000,0.182922,0.494100,05:01
15,0.589640,0.670990,0.806000,256.000000,0.228293,0.442697,05:02
16,0.574704,0.649189,0.834000,341.500000,0.193242,0.455948,04:56
17,0.582946,0.686450,0.842000,259.500000,0.187697,0.498753,05:00
18,0.610620,0.670560,0.840000,233.750000,0.182872,0.487688,05:00
19,0.565402,0.619158,0.831000,171.750000,0.189262,0.429896,04:50
20,0.558298,0.643082,0.838000,304.000000,0.188365,0.454717,04:51
21,0.547328,0.652926,0.832000,258.250000,0.199725,0.453201,04:38
22,0.594176,0.619161,0.839000,282.000000,0.191670,0.427491,04:46
23,0.535636,0.654913,0.855000,233.250000,0.184488,0.470425,04:39
24,0.557342,0.652461,0.835000,178.750000,0.189891,0.462571,04:39
25,0.558963,0.613869,0.833000,249.750000,0.197177,0.416693,04:39
26,0.583974,0.642521,0.841000,299.500000,0.189125,0.453396,04:40
27,0.567987,0.649145,0.846000,241.250000,0.185457,0.463688,04:36
28,0.579778,0.644782,0.844000,251.500000,0.179432,0.465350,04:37
29,0.577895,0.644651,0.843000,233.000000,0.196762,0.447889,04:36
30,0.539671,0.620917,0.845000,231.250000,0.190115,0.430802,04:39
31,0.532050,0.628246,0.855000,233.750000,0.180326,0.447920,04:38
32,0.559979,0.654794,0.834000,211.500000,0.198411,0.456383,04:37
33,0.545949,0.631400,0.839000,222.750000,0.192901,0.438499,04:42
34,0.527468,0.640091,0.835000,211.750000,0.202896,0.437195,04:38
35,0.531899,0.637868,0.833000,247.750000,0.187767,0.450101,04:40
36,0.561221,0.617289,0.847000,175.250000,0.180311,0.436978,04:42
37,0.531151,0.625843,0.835000,190.500000,0.193362,0.432481,04:43
