epoch,train_loss,valid_loss,validation,div_metric,fool_loss,div_loss,time
38,0.541811,0.615045,0.851000,256.500000,0.187919,0.427126,04:52
39,0.530614,0.600025,0.846000,181.000000,0.175946,0.424078,04:57
40,0.530772,0.620355,0.844000,228.500000,0.175874,0.444481,04:51
41,0.541021,0.627001,0.842000,231.000000,0.189949,0.437052,05:00
42,0.516161,0.636485,0.838000,238.250000,0.200639,0.435846,04:59
43,0.535880,0.596735,0.846000,213.000000,0.192508,0.404227,04:58
44,0.547435,0.621976,0.848000,206.000000,0.189412,0.432564,04:42
45,0.490248,0.613296,0.854000,246.000000,0.167488,0.445808,04:37
46,0.543500,0.648228,0.842000,234.250000,0.197038,0.451190,04:38
47,0.545403,0.603423,0.853000,223.500000,0.169571,0.433852,04:38
48,0.519425,0.632372,0.839000,201.750000,0.205447,0.426925,04:50
49,0.491305,0.625502,0.846000,230.000000,0.196297,0.429204,04:55
50,0.527742,0.594335,0.845000,217.000000,0.182423,0.411912,04:55
51,0.508105,0.668382,0.824000,208.500000,0.221771,0.446610,04:57
52,0.508389,0.597352,0.856000,242.500000,0.170876,0.426476,04:45
53,0.497530,0.587281,0.848000,189.750000,0.166258,0.421023,04:41
54,0.546003,0.609398,0.858000,211.500000,0.195278,0.414121,04:51
55,0.517749,0.598473,0.851000,231.000000,0.159361,0.439112,04:50
56,0.529080,0.627374,0.856000,184.500000,0.196039,0.431335,04:50
57,0.542962,0.603768,0.851000,187.250000,0.179752,0.424016,04:46
58,0.548999,0.624978,0.847000,209.250000,0.183967,0.441011,04:45
59,0.532614,0.614382,0.859000,230.750000,0.163051,0.451331,04:45
60,0.522559,0.620860,0.858000,190.500000,0.192634,0.428226,04:40
61,0.522384,0.626835,0.855000,218.500000,0.182792,0.444043,04:40
62,0.519594,0.611111,0.859000,181.500000,0.176053,0.435058,04:38
63,0.536008,0.595720,0.855000,191.000000,0.170004,0.425715,04:38
64,0.525617,0.611941,0.844000,222.500000,0.186612,0.425330,04:38
65,0.528830,0.620136,0.844000,229.500000,0.194341,0.425795,04:38
66,0.511684,0.605486,0.852000,202.000000,0.176881,0.428606,04:40
67,0.522237,0.634948,0.853000,210.250000,0.181222,0.453726,04:41
68,0.516520,0.629231,0.853000,201.750000,0.168793,0.460438,04:41
69,0.474435,0.660107,0.839000,209.750000,0.205252,0.454855,04:50
70,0.516414,0.591453,0.846000,226.000000,0.177738,0.413715,04:59
71,0.531657,0.616710,0.845000,191.500000,0.189881,0.426830,04:53
72,0.518843,0.593595,0.858000,214.250000,0.171686,0.421910,04:54
73,0.525494,0.626785,0.863000,180.000000,0.175279,0.451506,04:55
74,0.490837,0.610795,0.845000,206.250000,0.203829,0.406966,04:56
75,0.492871,0.593655,0.851000,231.500000,0.184882,0.408773,04:47
76,0.522931,0.603871,0.838000,226.500000,0.183506,0.420366,04:46
77,0.506488,0.598204,0.860000,223.000000,0.166150,0.432054,04:49
78,0.516009,0.569331,0.857000,203.250000,0.172359,0.396972,04:50
79,0.520016,0.603399,0.867000,197.750000,0.167913,0.435485,04:48
80,0.507657,0.574048,0.858000,201.500000,0.177555,0.396493,04:38
81,0.483533,0.595005,0.852000,193.750000,0.170500,0.424506,04:38
82,0.538839,0.614591,0.845000,201.000000,0.180939,0.433652,04:38
83,0.532055,0.601817,0.868000,204.000000,0.168996,0.432821,04:40
84,0.488089,0.630165,0.866000,165.000000,0.159639,0.470527,04:42
85,0.491903,0.589222,0.852000,180.750000,0.186920,0.402303,04:39
86,0.560811,0.574677,0.854000,224.500000,0.166881,0.407796,04:15
87,0.493056,0.591365,0.851000,189.500000,0.177487,0.413878,04:13
88,0.510054,0.618560,0.862000,234.500000,0.161942,0.456618,04:14
89,0.500666,0.585409,0.871000,161.750000,0.146635,0.438774,04:14
90,0.504245,0.597576,0.858000,186.000000,0.178100,0.419477,04:14
91,0.511499,0.579347,0.854000,188.250000,0.166897,0.412450,04:15
92,0.511360,0.619185,0.845000,212.750000,0.202175,0.417010,04:13
93,0.476119,0.611188,0.857000,244.500000,0.176467,0.434720,04:13
94,0.538659,0.570725,0.864000,210.000000,0.164185,0.406540,04:15
95,0.517422,0.588199,0.857000,202.750000,0.164235,0.423964,04:13
96,0.502040,0.620048,0.856000,174.250000,0.168526,0.451522,04:14
97,0.500362,0.578832,0.861000,160.000000,0.178306,0.400526,04:14
98,0.500642,0.621636,0.859000,211.250000,0.181186,0.440450,04:14
99,0.491807,0.629306,0.845000,200.250000,0.202024,0.427282,04:14
