epoch,train_loss,valid_loss,validation,targeted_validation,div_metric,entropy,fool_loss,time
0,6.217145,6.423697,0.667000,0.067000,478.500000,8.378082,6.423697,05:58
1,5.633025,5.732619,0.683000,0.147000,411.250000,7.683333,5.732619,06:03
2,5.177685,5.320979,0.694000,0.205000,396.000000,7.412624,5.320979,06:26
3,4.944602,5.055223,0.707000,0.252000,387.250000,7.287132,5.055223,06:22
4,4.569002,4.907425,0.695000,0.298000,378.000000,7.144145,4.907426,06:18
5,4.340041,4.681621,0.698000,0.321000,376.500000,7.151126,4.681622,06:17
6,4.240372,4.577179,0.704000,0.338000,372.000000,7.056851,4.577179,06:13
7,4.163455,4.425578,0.719000,0.366000,364.500000,6.964031,4.425577,06:07
8,4.208578,4.450687,0.717000,0.349000,360.500000,6.929872,4.450687,06:03
9,4.005423,4.303565,0.721000,0.391000,356.250000,6.870466,4.303565,05:54
10,4.207147,4.283797,0.715000,0.391000,361.250000,6.980514,4.283796,05:47
11,4.023251,4.268123,0.710000,0.391000,359.000000,6.961787,4.268123,05:51
12,3.709127,4.193920,0.714000,0.415000,359.250000,6.953294,4.193920,05:40
13,3.898888,4.222404,0.725000,0.407000,356.250000,6.906712,4.222404,06:00
14,3.894338,4.140882,0.722000,0.421000,355.750000,6.834907,4.140882,05:59
15,3.862270,4.130357,0.728000,0.430000,345.250000,6.805332,4.130357,05:59
16,3.980650,4.065917,0.734000,0.435000,348.250000,6.784401,4.065917,06:00
17,3.960009,4.119087,0.723000,0.435000,349.250000,6.850195,4.119087,05:58
18,3.716528,4.063042,0.723000,0.432000,352.500000,6.856925,4.063043,05:52
19,3.846678,4.015685,0.732000,0.439000,343.500000,6.735909,4.015685,05:51
20,3.714554,3.987254,0.737000,0.442000,358.250000,6.890884,3.987254,06:05
21,3.636527,3.954911,0.742000,0.461000,356.750000,6.864915,3.954911,06:07
22,3.771316,3.926759,0.731000,0.454000,354.000000,6.866135,3.926759,06:11
23,3.737522,3.953436,0.744000,0.438000,344.250000,6.764497,3.953436,06:11
24,3.575273,3.862195,0.739000,0.472000,350.750000,6.736257,3.862195,06:00
25,3.547818,3.867235,0.738000,0.460000,348.500000,6.693625,3.867235,06:29
26,3.555168,3.941796,0.735000,0.453000,346.750000,6.784550,3.941794,06:30
27,3.710875,3.853251,0.729000,0.462000,345.500000,6.772261,3.853251,06:30
28,3.633373,3.815404,0.742000,0.467000,341.750000,6.735930,3.815404,06:31
29,3.552167,3.775426,0.748000,0.471000,338.750000,6.692661,3.775426,06:32
30,3.582494,3.778184,0.737000,0.474000,353.250000,6.828862,3.778185,06:39
31,3.512019,3.810290,0.743000,0.480000,354.250000,6.733518,3.810291,06:43
32,3.619655,3.808944,0.746000,0.465000,351.500000,6.862901,3.808944,06:39
33,3.551186,3.723076,0.739000,0.480000,344.250000,6.724998,3.723076,06:38
34,3.450465,3.674239,0.734000,0.480000,348.000000,6.722988,3.674239,06:34
35,3.520048,3.757302,0.732000,0.468000,336.000000,6.658430,3.757302,06:09
36,3.582130,3.791430,0.734000,0.470000,338.500000,6.748775,3.791430,06:07
37,3.396166,3.745284,0.756000,0.479000,345.750000,6.769495,3.745284,05:56
38,3.533644,3.755307,0.733000,0.483000,344.750000,6.687058,3.755307,06:00
39,3.269973,3.681751,0.747000,0.497000,353.000000,6.796845,3.681751,06:11
40,3.324536,3.699024,0.748000,0.487000,346.000000,6.687199,3.699024,06:09
41,3.401721,3.699765,0.741000,0.488000,346.750000,6.684811,3.699765,06:04
42,3.371101,3.699264,0.744000,0.486000,338.750000,6.684614,3.699263,06:05
43,3.529277,3.707575,0.750000,0.493000,346.000000,6.730715,3.707575,06:17
44,3.444555,3.696023,0.740000,0.484000,360.250000,6.844262,3.696023,05:59
45,3.483945,3.671884,0.747000,0.485000,350.500000,6.752347,3.671884,06:03
46,3.429466,3.711402,0.742000,0.488000,375.250000,6.880925,3.711402,06:01
47,3.431320,3.612845,0.741000,0.486000,351.250000,6.783786,3.612845,06:05
48,3.465172,3.644099,0.737000,0.491000,353.000000,6.762771,3.644099,05:59
49,3.366434,3.725055,0.733000,0.481000,367.250000,6.871959,3.725055,06:01
50,3.276053,3.584309,0.734000,0.502000,366.250000,6.849148,3.584308,06:03
51,3.302409,3.690247,0.737000,0.487000,360.500000,6.812298,3.690247,06:02
52,3.451543,3.590895,0.745000,0.496000,349.750000,6.628481,3.590894,05:59
53,3.420025,3.693550,0.747000,0.502000,348.250000,6.758198,3.693549,06:02
54,3.225272,3.607205,0.738000,0.497000,352.500000,6.763835,3.607204,06:00
55,3.406232,3.606668,0.754000,0.503000,346.250000,6.626414,3.606668,06:03
56,3.274981,3.675202,0.746000,0.492000,338.250000,6.585835,3.675202,06:11
57,3.442968,3.678243,0.737000,0.475000,368.500000,6.887365,3.678242,05:59
58,3.245833,3.610882,0.739000,0.497000,340.250000,6.633849,3.610882,05:58
59,3.330366,3.614602,0.756000,0.504000,344.250000,6.596535,3.614602,05:49
