epoch,train_loss,valid_loss,validation,fool_loss,time
0,10.833966,11.013603,0.642000,11.013604,03:34
1,10.499216,10.775240,0.686000,10.775242,03:47
2,10.416688,10.597458,0.695000,10.597458,03:33
3,10.314166,10.526953,0.708000,10.526952,03:33
4,10.254161,10.513411,0.693000,10.513412,03:35
5,10.289470,10.524450,0.704000,10.524449,03:31
6,10.309783,10.515906,0.708000,10.515906,03:33
7,10.303320,10.508291,0.714000,10.508292,03:34
8,10.380702,10.416829,0.723000,10.416830,03:34
9,10.224079,10.578967,0.720000,10.578966,03:34
10,10.184024,10.385743,0.715000,10.385743,03:34
11,10.239011,10.434466,0.716000,10.434467,03:31
12,10.198906,10.396979,0.719000,10.396979,03:32
13,10.190669,10.449645,0.713000,10.449645,03:34
14,10.216263,10.407238,0.706000,10.407239,03:33
15,10.203488,10.400963,0.720000,10.400961,03:34
16,10.188115,10.364796,0.721000,10.364797,03:32
17,10.163277,10.324945,0.721000,10.324944,03:32
18,10.176907,10.402983,0.721000,10.402983,03:32
19,10.320018,10.242351,0.715000,10.242350,03:34
20,10.165227,10.468845,0.719000,10.468847,03:41
21,10.164121,10.441480,0.720000,10.441478,03:32
22,10.279798,10.369474,0.720000,10.369475,03:31
23,10.200795,10.305959,0.719000,10.305958,03:33
24,10.153299,10.450475,0.725000,10.450475,03:31
25,10.089830,10.362991,0.723000,10.362991,03:33
26,10.130240,10.315313,0.718000,10.315313,03:32
27,10.157228,10.402198,0.707000,10.402198,03:33
28,10.273065,10.351362,0.721000,10.351360,03:33
29,10.059252,10.349955,0.725000,10.349955,03:33
30,10.108254,10.306406,0.714000,10.306406,03:34
31,10.247119,10.298826,0.726000,10.298828,03:32
32,10.047869,10.302376,0.733000,10.302376,03:35
33,10.151889,10.317028,0.722000,10.317027,03:33
34,10.183069,10.341898,0.719000,10.341898,03:31
35,10.047223,10.222366,0.725000,10.222366,03:33
36,10.134796,10.282336,0.716000,10.282337,03:33
37,10.095881,10.218150,0.727000,10.218152,03:31
38,9.989637,10.272453,0.724000,10.272452,03:32
39,10.032258,10.282197,0.727000,10.282196,03:30
40,10.096090,10.312316,0.729000,10.312315,03:30
41,10.050569,10.342345,0.731000,10.342344,03:45
42,10.081485,10.228597,0.731000,10.228597,03:46
43,10.012277,10.186961,0.730000,10.186959,03:46
44,10.113029,10.136297,0.735000,10.136297,03:46
45,10.060265,10.265754,0.733000,10.265752,03:46
46,10.033546,10.325472,0.733000,10.325475,03:36
47,9.965534,10.258268,0.735000,10.258267,03:32
48,10.015826,10.140298,0.732000,10.140298,03:45
49,9.904484,10.285520,0.732000,10.285519,03:46
50,9.951686,10.172475,0.734000,10.172475,03:45
51,10.018595,10.232133,0.742000,10.232133,03:46
52,10.100295,10.311891,0.741000,10.311893,03:45
53,9.997002,10.151360,0.746000,10.151358,03:46
54,9.996953,10.228017,0.741000,10.228019,03:45
55,10.085130,10.220737,0.741000,10.220737,03:46
56,9.959539,10.155685,0.742000,10.155684,03:46
57,10.014149,10.245065,0.743000,10.245067,03:45
58,9.945211,10.111692,0.741000,10.111694,03:44
59,10.046505,10.186312,0.742000,10.186313,03:47
60,9.990719,10.194314,0.743000,10.194315,03:45
61,9.918277,10.144356,0.739000,10.144357,03:45
62,9.928255,10.275453,0.741000,10.275451,03:45
63,9.935081,10.125175,0.743000,10.125176,03:46
64,9.879880,10.143472,0.740000,10.143473,03:46
65,9.904760,10.119603,0.743000,10.119605,03:45
66,9.830996,10.180539,0.745000,10.180543,03:36
67,9.928987,10.163345,0.741000,10.163346,03:33
68,9.939447,10.184955,0.743000,10.184956,03:44
69,9.905423,10.266911,0.740000,10.266912,03:44
70,9.934723,10.160197,0.744000,10.160198,03:45
71,9.966948,10.137474,0.740000,10.137474,03:46
72,9.841129,10.194394,0.740000,10.194394,03:45
73,10.003464,10.090109,0.741000,10.090107,03:45
74,10.002788,10.162027,0.747000,10.162029,03:45
75,9.990644,10.144691,0.739000,10.144690,03:44
76,9.893197,10.098755,0.733000,10.098759,03:45
77,9.857734,10.187414,0.738000,10.187415,03:45
78,10.048379,10.173009,0.742000,10.173009,03:45
79,9.797626,10.155832,0.741000,10.155832,03:46
80,9.814155,10.107883,0.742000,10.107883,03:45
81,9.870863,10.182098,0.742000,10.182098,03:45
82,10.007443,10.054173,0.744000,10.054173,03:45
83,9.890896,10.172824,0.743000,10.172824,03:44
84,9.922553,10.187710,0.741000,10.187710,03:45
85,9.874943,10.096572,0.745000,10.096573,03:45
86,9.951697,10.138565,0.744000,10.138564,03:45
87,9.948710,9.991984,0.745000,9.991982,03:44
88,9.942402,10.046383,0.746000,10.046383,03:45
89,9.889114,10.084780,0.746000,10.084777,03:44
90,9.929396,10.071738,0.746000,10.071738,03:45
91,9.949054,10.051931,0.742000,10.051930,03:45
92,9.900418,10.059243,0.743000,10.059242,03:44
93,9.899699,10.080965,0.743000,10.080965,03:45
94,9.844631,9.937556,0.744000,9.937554,03:45
95,9.773807,10.082308,0.745000,10.082308,03:46
96,9.914768,10.147475,0.743000,10.147475,03:45
97,9.790038,9.998247,0.744000,9.998245,03:46
98,9.861053,10.235497,0.744000,10.235497,03:44
99,9.863404,10.163193,0.745000,10.163193,03:38
