epoch,train_loss,valid_loss,validation,fool_loss,time
0,4.320465,4.689488,0.826000,4.689487,04:28
1,4.517529,4.635776,0.832000,4.635777,04:27
2,4.239948,4.634427,0.833000,4.634427,04:27
3,4.425915,4.662085,0.837000,4.662084,04:33
4,4.411051,4.566121,0.844000,4.566121,04:26
5,4.625846,4.566142,0.830000,4.566142,04:32
6,4.211117,4.624178,0.825000,4.624179,04:27
7,4.221022,4.647214,0.844000,4.647214,04:27
8,4.219894,4.579025,0.850000,4.579026,04:28
9,4.196317,4.701332,0.842000,4.701331,04:27
10,4.248827,4.499984,0.844000,4.499985,04:26
11,4.134283,4.569555,0.837000,4.569554,04:26
12,4.231490,4.579854,0.832000,4.579854,04:26
13,4.326357,4.547100,0.834000,4.547100,04:26
14,4.542747,4.617982,0.836000,4.617982,04:27
15,4.192965,4.632823,0.830000,4.632822,04:27
16,4.254596,4.568455,0.837000,4.568454,04:33
17,4.259178,4.644743,0.822000,4.644743,04:31
18,3.756999,4.507873,0.835000,4.507872,04:26
19,4.295561,4.581306,0.837000,4.581304,04:25
20,4.228144,4.476167,0.837000,4.476165,04:27
21,4.232150,4.475596,0.843000,4.475595,04:28
22,4.234297,4.406940,0.847000,4.406940,04:26
23,4.133876,4.524776,0.845000,4.524777,04:25
24,4.093932,4.628261,0.832000,4.628261,04:27
25,4.334127,4.371306,0.842000,4.371308,04:27
26,4.144748,4.495635,0.838000,4.495635,04:26
27,4.175333,4.528692,0.848000,4.528692,04:27
28,4.238153,4.679963,0.830000,4.679961,04:28
29,4.019945,4.507565,0.832000,4.507565,04:25
30,4.258201,4.541783,0.841000,4.541781,04:33
31,3.992230,4.569514,0.838000,4.569515,04:27
32,4.396512,4.412783,0.836000,4.412783,04:27
33,4.103630,4.433699,0.850000,4.433699,04:26
34,4.020907,4.497077,0.827000,4.497077,04:26
35,4.375077,4.449780,0.837000,4.449780,04:26
36,3.991020,4.467612,0.845000,4.467610,04:25
37,3.942392,4.444379,0.841000,4.444379,04:25
38,3.870500,4.610343,0.821000,4.610343,04:27
39,4.141313,4.471956,0.839000,4.471957,04:27
40,4.118704,4.522882,0.837000,4.522882,04:26
41,4.166078,4.486600,0.842000,4.486600,04:26
42,4.356615,4.421906,0.844000,4.421906,04:27
43,4.066346,4.395247,0.839000,4.395247,04:25
44,4.302093,4.481412,0.846000,4.481413,04:27
45,4.267327,4.465910,0.848000,4.465910,04:26
46,3.878095,4.510649,0.832000,4.510649,04:32
47,3.978799,4.402328,0.851000,4.402327,04:25
48,3.858227,4.381936,0.826000,4.381936,04:26
49,4.192833,4.384379,0.847000,4.384380,04:31
50,4.275199,4.334228,0.834000,4.334229,04:27
51,4.087536,4.372518,0.833000,4.372518,04:26
52,4.010327,4.340990,0.844000,4.340991,04:28
53,4.216828,4.318386,0.846000,4.318385,04:27
54,4.077222,4.341610,0.841000,4.341610,04:29
55,4.494269,4.376208,0.839000,4.376207,04:32
56,4.288001,4.420452,0.836000,4.420453,04:27
57,4.298347,4.308521,0.846000,4.308521,04:27
58,4.226556,4.303523,0.842000,4.303524,04:33
59,4.061396,4.385658,0.833000,4.385658,04:33
60,3.766228,4.406875,0.838000,4.406874,04:32
61,4.121092,4.320545,0.832000,4.320545,04:27
62,3.984108,4.280951,0.840000,4.280950,04:27
63,4.342462,4.337288,0.842000,4.337288,04:27
64,4.302360,4.290859,0.842000,4.290860,04:31
65,3.904849,4.241551,0.841000,4.241552,04:31
66,3.950046,4.371242,0.840000,4.371242,04:29
67,4.073678,4.249848,0.842000,4.249848,04:32
68,3.868249,4.430367,0.829000,4.430367,04:28
69,4.039605,4.379096,0.841000,4.379096,04:30
