epoch,train_loss,valid_loss,validation,targeted_validation,div_metric,entropy,fool_loss,time
0,6.140186,6.215099,0.625000,0.120000,475.500000,8.347775,6.215100,05:37
1,5.389414,5.452538,0.652000,0.205000,458.250000,7.856425,5.452539,06:27
2,5.000819,5.085494,0.661000,0.249000,451.250000,7.823708,5.085494,06:24
3,4.552104,4.853189,0.667000,0.293000,449.250000,7.749315,4.853190,06:09
4,4.301840,4.747985,0.674000,0.309000,459.750000,7.792943,4.747984,06:07
5,4.237236,4.691378,0.673000,0.330000,427.250000,7.410490,4.691379,06:04
6,4.441806,4.458209,0.680000,0.362000,433.750000,7.518379,4.458209,06:01
7,4.070655,4.319428,0.690000,0.376000,453.750000,7.704473,4.319427,05:53
8,3.933034,4.266076,0.701000,0.401000,421.500000,7.363362,4.266077,05:50
9,4.073315,4.234928,0.703000,0.388000,420.000000,7.397909,4.234927,06:00
10,4.185991,4.154008,0.709000,0.406000,410.250000,7.215534,4.154009,05:48
11,3.989154,4.137693,0.700000,0.407000,437.250000,7.538333,4.137694,05:51
12,3.749580,4.066483,0.702000,0.419000,414.500000,7.167092,4.066483,06:09
13,3.814876,4.046041,0.702000,0.410000,441.750000,7.573168,4.046041,06:03
14,3.784954,4.009282,0.702000,0.417000,424.000000,7.315334,4.009282,05:56
15,3.759553,3.972166,0.715000,0.428000,426.250000,7.413025,3.972166,06:02
16,3.657038,3.944507,0.712000,0.438000,429.500000,7.387553,3.944506,05:56
17,3.811845,3.907389,0.715000,0.418000,419.000000,7.293545,3.907389,06:00
18,3.821817,3.852335,0.706000,0.438000,425.000000,7.425552,3.852335,05:51
19,3.704798,3.963989,0.706000,0.420000,425.250000,7.236076,3.963989,05:54
20,3.450827,3.858640,0.711000,0.436000,427.250000,7.545125,3.858641,06:12
21,3.640560,3.910859,0.704000,0.439000,433.000000,7.315031,3.910859,06:15
22,3.679090,3.861874,0.717000,0.465000,419.000000,7.283253,3.861874,06:13
23,3.661684,3.807198,0.715000,0.469000,436.250000,7.388368,3.807198,06:11
24,3.587975,3.862894,0.709000,0.441000,418.250000,7.152939,3.862895,06:23
25,3.539660,3.744247,0.723000,0.457000,432.250000,7.416101,3.744248,06:34
26,3.523351,3.806855,0.716000,0.459000,449.500000,7.486536,3.806855,06:26
27,3.362853,3.767777,0.721000,0.465000,424.750000,7.359549,3.767777,06:27
28,3.332640,3.732545,0.715000,0.471000,437.250000,7.432007,3.732545,06:28
29,3.413402,3.769420,0.725000,0.458000,444.500000,7.347580,3.769419,06:29
30,3.544239,3.680164,0.718000,0.478000,469.750000,7.635827,3.680165,06:41
31,3.495136,3.675417,0.713000,0.466000,462.000000,7.701682,3.675416,06:40
32,3.435272,3.666732,0.737000,0.482000,453.250000,7.437481,3.666733,06:35
33,3.429094,3.778737,0.730000,0.476000,436.750000,7.493631,3.778736,06:40
34,3.421062,3.694594,0.726000,0.472000,428.000000,7.193623,3.694594,06:39
35,3.487249,3.638295,0.733000,0.488000,472.250000,7.459113,3.638294,06:11
36,3.323424,3.681511,0.717000,0.477000,474.500000,7.512478,3.681511,06:07
37,3.168170,3.662530,0.741000,0.480000,436.000000,7.323124,3.662530,06:04
38,3.347509,3.610014,0.721000,0.478000,425.750000,7.266677,3.610014,05:54
39,3.424717,3.625093,0.730000,0.477000,425.000000,7.357386,3.625092,06:13
40,3.303884,3.633958,0.724000,0.470000,487.250000,7.595065,3.633958,06:07
41,3.260006,3.658710,0.727000,0.483000,484.250000,7.283504,3.658709,05:49
42,3.237056,3.620016,0.725000,0.489000,453.500000,7.362685,3.620017,06:12
43,3.159642,3.661577,0.717000,0.470000,438.250000,7.427230,3.661577,06:16
44,3.339249,3.515289,0.727000,0.497000,426.000000,7.327333,3.515289,06:02
45,3.203725,3.612903,0.730000,0.485000,417.250000,7.292943,3.612902,06:01
46,3.406303,3.558083,0.735000,0.494000,459.750000,7.401346,3.558084,06:01
47,3.237156,3.558623,0.732000,0.485000,461.000000,7.488525,3.558622,05:59
48,3.143200,3.586631,0.732000,0.500000,431.250000,7.400964,3.586630,06:01
49,3.251336,3.549535,0.748000,0.494000,442.750000,7.365185,3.549535,05:55
50,3.183002,3.613640,0.726000,0.485000,463.500000,7.475932,3.613639,05:57
51,3.300376,3.558226,0.733000,0.499000,449.500000,7.409681,3.558226,05:56
52,3.239964,3.544815,0.732000,0.488000,488.750000,7.591968,3.544816,05:59
53,3.216367,3.502087,0.734000,0.496000,457.500000,7.553592,3.502087,06:00
54,3.263865,3.541542,0.743000,0.496000,473.250000,7.522868,3.541541,06:05
55,3.355834,3.548543,0.746000,0.496000,476.750000,7.639367,3.548544,05:59
56,3.214595,3.519099,0.726000,0.507000,475.250000,7.613714,3.519100,06:16
57,3.257251,3.555413,0.738000,0.507000,483.250000,7.594768,3.555413,06:00
58,3.225087,3.509647,0.740000,0.496000,456.750000,7.407850,3.509646,06:01
59,3.130679,3.527674,0.724000,0.497000,459.250000,7.520508,3.527674,05:57
