epoch,train_loss,valid_loss,validation,div_metric,fool_loss,div_loss,time
0,0.993278,1.060246,0.772000,523.500000,0.595955,0.464290,05:33
1,0.927295,0.980329,0.789000,320.500000,0.512441,0.467888,05:34
2,0.865563,0.968388,0.800000,301.750000,0.516741,0.451647,05:36
3,0.962754,1.066981,0.826000,336.750000,0.432995,0.504088,05:35
4,1.057988,1.088771,0.807000,263.500000,0.472645,0.474333,05:35
5,1.169548,1.287323,0.811000,305.750000,0.487187,0.507824,05:36
6,1.272322,1.346509,0.816000,320.250000,0.438716,0.512948,05:36
7,1.293517,1.300705,0.811000,284.000000,0.416854,0.508682,05:36
8,1.258934,1.398523,0.818000,292.250000,0.470306,0.504941,05:36
9,1.481595,1.610660,0.811000,272.250000,0.498751,0.513408,05:36
10,1.600485,1.604060,0.812000,273.750000,0.444178,0.493614,05:36
11,1.421658,1.697518,0.821000,265.500000,0.466884,0.530309,05:36
12,1.676759,1.726353,0.844000,281.250000,0.389547,0.635620,05:36
13,1.620633,1.685443,0.829000,210.000000,0.405009,0.551419,05:36
14,1.694410,1.816616,0.838000,255.500000,0.410187,0.545035,05:36
15,1.795673,1.966624,0.830000,241.000000,0.418334,0.544290,05:36
16,1.920633,1.986990,0.838000,236.250000,0.387765,0.552258,05:36
17,1.757334,2.131842,0.840000,234.000000,0.423867,0.563532,05:35
18,2.052979,2.241276,0.838000,267.000000,0.401847,0.633886,05:35
19,1.983757,2.213262,0.838000,207.000000,0.393540,0.639102,05:35
20,2.434402,2.170263,0.839000,240.250000,0.397464,0.580408,05:35
21,2.162394,2.404185,0.838000,246.000000,0.414210,0.623084,05:36
22,2.282497,2.393974,0.836000,191.500000,0.377957,0.655371,05:35
23,2.070375,2.540864,0.839000,213.000000,0.412107,0.645170,05:35
24,2.431345,2.512764,0.855000,171.750000,0.371558,0.692129,05:36
25,2.652943,2.487925,0.854000,200.750000,0.372070,0.664784,05:35
26,2.612699,2.530860,0.851000,197.750000,0.364284,0.636581,05:36
27,2.535081,2.564998,0.853000,176.750000,0.367577,0.653601,05:35
