epoch,train_loss,valid_loss,validation,fool_loss,time
0,4.042472,4.445222,0.874000,4.445223,04:23
1,3.978707,4.410846,0.891000,4.410846,04:26
2,3.984948,4.344679,0.887000,4.344679,04:23
3,4.052694,4.319997,0.865000,4.319998,04:23
4,3.949565,4.333226,0.867000,4.333227,04:22
5,3.847331,4.226891,0.882000,4.226891,04:23
6,4.122225,4.247299,0.883000,4.247300,04:29
7,4.006062,4.252149,0.878000,4.252149,04:26
8,4.029374,4.341289,0.896000,4.341289,04:24
9,3.914966,4.310858,0.878000,4.310858,04:23
10,3.859261,4.289748,0.886000,4.289749,04:29
11,3.700343,4.203886,0.883000,4.203886,04:23
12,3.749553,4.257114,0.890000,4.257115,04:23
13,3.944111,4.218554,0.869000,4.218554,04:29
14,3.896795,4.257196,0.882000,4.257196,04:23
15,4.032577,4.317939,0.884000,4.317940,04:24
16,3.787135,4.128603,0.872000,4.128603,04:24
17,3.853998,4.278731,0.878000,4.278731,04:23
18,3.960589,4.306945,0.872000,4.306946,04:27
19,3.766757,4.182195,0.883000,4.182194,04:24
20,4.006599,4.306690,0.877000,4.306689,04:30
21,3.873818,4.272087,0.881000,4.272087,04:25
22,3.822881,4.021780,0.881000,4.021781,04:25
23,3.754722,4.115350,0.895000,4.115350,04:24
24,3.874078,4.013083,0.886000,4.013083,04:24
25,3.799247,4.276165,0.885000,4.276164,04:29
26,3.611044,4.216152,0.876000,4.216152,04:24
27,3.683333,4.059894,0.888000,4.059893,04:24
28,3.645089,4.105921,0.895000,4.105922,04:23
29,3.845993,4.206435,0.879000,4.206434,04:23
30,3.869072,4.175105,0.882000,4.175105,04:23
31,3.812473,4.111835,0.881000,4.111836,04:24
32,3.904601,4.121319,0.876000,4.121319,04:30
33,3.595251,4.029384,0.875000,4.029384,04:24
34,3.623218,3.995033,0.882000,3.995033,04:24
35,4.027503,4.185557,0.879000,4.185558,04:24
36,3.763044,4.184340,0.881000,4.184340,04:25
37,3.887955,4.023742,0.891000,4.023743,04:23
38,3.712266,4.000887,0.890000,4.000888,04:23
39,3.727885,3.973429,0.883000,3.973429,04:29
40,3.757359,4.044278,0.892000,4.044279,04:29
41,3.664879,4.036320,0.892000,4.036319,04:24
42,3.674794,4.121037,0.884000,4.121036,04:24
43,3.433849,4.022085,0.877000,4.022084,04:24
44,3.670851,4.131447,0.882000,4.131447,04:25
45,3.769614,4.132410,0.886000,4.132408,04:23
46,3.671895,4.078082,0.882000,4.078083,04:24
47,3.347067,4.029185,0.882000,4.029186,04:25
48,3.755508,3.972760,0.876000,3.972759,04:25
49,3.405956,4.088259,0.876000,4.088258,04:23
50,3.821550,4.123703,0.879000,4.123703,04:24
51,3.706096,3.880692,0.891000,3.880692,04:24
52,3.731921,3.934419,0.883000,3.934420,04:24
53,3.531914,3.903965,0.881000,3.903965,04:23
54,3.491631,3.978501,0.886000,3.978501,04:24
55,3.932968,4.022529,0.880000,4.022529,04:23
56,3.547182,4.031540,0.874000,4.031539,04:25
57,3.586448,3.979006,0.885000,3.979006,04:23
58,3.823569,3.822680,0.878000,3.822680,04:25
59,3.579953,3.988361,0.880000,3.988360,04:25
60,3.725543,3.976553,0.871000,3.976552,04:25
61,3.545485,3.828538,0.889000,3.828538,04:24
62,3.625284,3.948834,0.879000,3.948833,04:23
63,3.668089,3.877947,0.890000,3.877946,04:26
64,3.571285,3.972705,0.872000,3.972704,04:24
65,3.695013,4.040820,0.878000,4.040820,04:25
66,3.710352,3.932512,0.880000,3.932512,04:25
67,3.744893,3.898304,0.877000,3.898304,04:25
68,3.493700,3.819449,0.876000,3.819449,04:26
69,3.528394,3.864835,0.880000,3.864834,04:26
70,3.567835,3.934455,0.884000,3.934455,04:31
71,3.474542,3.843812,0.886000,3.843812,04:30
72,3.578612,3.948086,0.876000,3.948086,04:31
73,3.652383,3.888165,0.885000,3.888165,04:31
74,3.634147,3.879058,0.877000,3.879058,04:30
75,3.673299,3.824833,0.875000,3.824833,04:32
76,3.758060,3.939749,0.881000,3.939749,04:31
77,3.585291,3.923299,0.889000,3.923299,04:32
78,3.291156,3.873974,0.886000,3.873973,04:31
79,3.551868,3.855298,0.874000,3.855298,04:30
80,3.396670,3.954386,0.865000,3.954387,04:32
81,3.481283,3.797578,0.885000,3.797577,04:31
82,3.291082,3.733039,0.893000,3.733039,04:32
83,3.548478,3.918022,0.886000,3.918023,04:31
84,3.715441,3.806845,0.883000,3.806845,04:33
85,3.483350,3.749091,0.891000,3.749090,04:32
86,3.531867,3.770233,0.885000,3.770233,04:32
87,3.537675,3.829766,0.876000,3.829765,04:31
88,3.709776,3.901377,0.885000,3.901378,04:32
89,3.601021,3.828810,0.880000,3.828810,04:32
