epoch,train_loss,valid_loss,validation,div_metric,fool_loss,div_loss,time
0,0.368741,0.455346,0.833000,342.000000,0.203506,0.629599,04:31
1,0.369001,0.413147,0.866000,196.500000,0.155458,0.644224,04:14
2,0.355987,0.401056,0.859000,143.750000,0.163307,0.594373,04:14
3,0.355775,0.410560,0.858000,194.500000,0.179680,0.577200,04:14
4,0.330853,0.405325,0.844000,195.750000,0.184102,0.553058,04:15
5,0.355964,0.390352,0.846000,242.750000,0.172416,0.544841,04:14
6,0.350054,0.400057,0.853000,196.500000,0.167939,0.580297,04:14
7,0.348805,0.407154,0.851000,192.750000,0.175285,0.579672,04:12
8,0.348600,0.385216,0.871000,203.500000,0.158409,0.567018,04:14
9,0.373556,0.386696,0.845000,164.000000,0.166535,0.550404,04:14
10,0.325299,0.395418,0.853000,187.750000,0.177754,0.544160,04:14
11,0.327308,0.394243,0.853000,191.750000,0.169359,0.562211,04:14
12,0.355778,0.377550,0.859000,194.250000,0.156591,0.552396,04:14
13,0.343463,0.387546,0.860000,186.250000,0.160563,0.567460,04:14
14,0.311589,0.379965,0.856000,175.000000,0.170140,0.524562,04:22
15,0.311165,0.387473,0.863000,194.250000,0.163598,0.559688,04:14
16,0.319913,0.372320,0.861000,165.750000,0.158169,0.535378,04:16
17,0.323781,0.379847,0.856000,189.750000,0.161206,0.546603,04:15
18,0.344980,0.361075,0.860000,186.500000,0.155045,0.515076,04:14
19,0.338036,0.361049,0.875000,196.500000,0.143109,0.544851,04:16
20,0.338569,0.370255,0.863000,167.750000,0.162402,0.519634,04:17
21,0.317492,0.370481,0.866000,172.000000,0.159239,0.528105,04:16
22,0.317914,0.375924,0.862000,145.500000,0.174763,0.502901,04:16
23,0.322068,0.364650,0.875000,164.500000,0.151755,0.532237,04:16
24,0.290437,0.364659,0.860000,160.000000,0.169831,0.487068,04:17
25,0.315329,0.362722,0.863000,185.250000,0.160863,0.504647,04:14
26,0.305166,0.349168,0.871000,170.000000,0.151354,0.494536,04:15
27,0.313789,0.353079,0.870000,170.750000,0.151264,0.504540,04:18
28,0.312535,0.341071,0.871000,171.750000,0.148008,0.482657,04:16
29,0.305822,0.343754,0.871000,155.250000,0.149354,0.485999,04:17
