epoch,train_loss,valid_loss,validation,targeted_validation,div_metric,entropy,fool_loss,time
0,9.241817,9.290378,0.452000,0.001000,777.000000,9.600423,9.290378,07:23
1,9.201777,9.270555,0.452000,0.000000,579.250000,8.855561,9.270555,07:19
2,9.231277,9.222870,0.440000,0.002000,595.500000,8.962112,9.222868,06:58
3,9.126654,9.187947,0.454000,0.001000,581.500000,8.863123,9.187948,07:14
4,9.140784,9.195633,0.453000,0.000000,563.000000,8.826613,9.195633,07:10
5,8.826262,8.833072,0.550000,0.000000,571.500000,8.870000,8.833072,07:17
6,8.585726,8.642973,0.593000,0.000000,504.250000,8.545393,8.642972,07:11
7,8.482882,8.496763,0.607000,0.002000,460.750000,8.217731,8.496764,07:11
8,8.252423,8.429030,0.647000,0.000000,444.750000,8.014014,8.429030,07:02
9,8.136330,8.249546,0.692000,0.003000,397.250000,7.590271,8.249549,07:05
10,8.200216,8.251167,0.702000,0.000000,362.750000,7.233665,8.251167,07:12
11,8.135062,8.191907,0.715000,0.001000,351.250000,7.073743,8.191906,07:15
12,8.138206,8.192748,0.715000,0.000000,337.500000,6.992890,8.192748,07:07
13,8.118406,8.262905,0.711000,0.001000,332.750000,7.001396,8.262907,07:21
14,8.039049,8.150660,0.727000,0.001000,333.500000,7.018165,8.150661,07:10
15,8.058302,8.182000,0.709000,0.001000,321.250000,6.924370,8.181999,07:20
16,8.007122,8.133147,0.721000,0.001000,337.500000,7.079013,8.133148,07:17
17,8.050637,8.112536,0.724000,0.002000,324.750000,6.966658,8.112535,07:22
18,8.058237,8.170231,0.722000,0.001000,329.250000,7.042262,8.170231,07:14
19,8.076745,8.152946,0.726000,0.001000,321.000000,6.958642,8.152946,07:15
20,7.926408,8.098152,0.731000,0.000000,327.750000,7.009075,8.098151,07:03
21,7.976851,8.098835,0.734000,0.000000,332.500000,7.097240,8.098834,07:10
22,7.931998,8.071796,0.740000,0.000000,358.500000,7.307791,8.071795,07:12
23,7.933593,8.050762,0.732000,0.000000,369.750000,7.407498,8.050763,07:14
24,7.997424,8.007721,0.738000,0.000000,434.250000,7.822466,8.007720,07:12
25,7.976285,7.942631,0.740000,0.001000,580.250000,8.752695,7.942632,07:25
26,7.919377,8.018271,0.739000,0.001000,570.750000,8.648355,8.018272,07:08
27,7.841743,7.993598,0.736000,0.001000,534.250000,8.448533,7.993596,07:23
28,7.854537,7.980717,0.738000,0.000000,610.250000,8.974858,7.980718,07:02
29,7.845990,7.917824,0.744000,0.003000,557.750000,8.648266,7.917825,07:20
30,7.783123,7.934768,0.744000,0.001000,555.750000,8.603486,7.934767,07:05
31,7.754268,7.826152,0.740000,0.001000,542.000000,8.567370,7.826154,06:58
32,7.716885,7.887087,0.743000,0.002000,505.500000,8.328639,7.887086,06:55
