epoch,train_loss,valid_loss,validation,fool_loss,time
0,9.248246,9.530100,0.754000,9.530099,03:37
1,9.131828,9.567307,0.759000,9.567307,03:33
2,9.259413,9.435518,0.762000,9.435517,03:35
3,9.054097,9.331469,0.771000,9.331469,03:35
4,8.939501,9.319790,0.762000,9.319793,03:36
5,8.962880,9.222818,0.772000,9.222818,03:38
6,8.984812,9.244467,0.768000,9.244468,03:37
7,8.922865,9.128101,0.774000,9.128102,03:39
8,8.754309,9.067658,0.768000,9.067658,03:31
9,8.786857,9.040127,0.776000,9.040127,03:33
10,8.737889,8.892551,0.792000,8.892551,03:41
11,8.794552,8.828625,0.791000,8.828624,03:44
12,8.530575,8.881366,0.776000,8.881369,03:36
13,8.579350,8.686440,0.785000,8.686440,03:40
14,8.360388,8.780862,0.782000,8.780862,03:33
15,8.382905,8.782604,0.782000,8.782604,03:33
16,8.487458,8.520205,0.789000,8.520204,03:30
17,8.345960,8.515587,0.783000,8.515587,03:31
18,8.363592,8.401367,0.781000,8.401368,03:31
19,8.271875,8.528162,0.792000,8.528161,03:31
20,8.114334,8.494143,0.796000,8.494143,03:37
21,8.168081,8.396183,0.797000,8.396183,03:46
22,8.186640,8.421390,0.798000,8.421390,03:30
23,8.118013,8.349419,0.794000,8.349417,03:30
24,7.980452,8.243981,0.803000,8.243983,03:31
25,8.101040,8.145568,0.802000,8.145568,03:30
26,7.961616,8.070236,0.799000,8.070236,03:32
27,8.015684,8.098495,0.786000,8.098494,03:30
28,7.916115,8.185191,0.797000,8.185191,03:31
29,7.899297,8.199903,0.794000,8.199903,03:33
30,7.878666,8.005825,0.784000,8.005825,03:44
31,7.831696,7.938370,0.784000,7.938370,03:44
32,7.838010,7.879182,0.809000,7.879182,03:31
33,7.687679,8.000596,0.793000,8.000595,03:32
34,7.845142,7.882088,0.779000,7.882089,03:32
35,7.664070,7.901745,0.798000,7.901746,03:33
36,7.772999,7.778057,0.801000,7.778057,03:31
37,7.691101,7.845365,0.798000,7.845365,03:32
38,7.617483,7.952416,0.785000,7.952416,03:46
39,7.468790,7.824555,0.797000,7.824557,03:32
40,7.599019,7.733819,0.784000,7.733819,03:31
41,7.638077,7.942231,0.798000,7.942232,03:32
42,7.634395,7.724915,0.809000,7.724916,03:44
43,7.480795,7.776069,0.795000,7.776071,03:30
44,7.459962,7.632800,0.799000,7.632799,03:33
45,7.412875,7.598970,0.786000,7.598968,03:33
46,7.377802,7.728004,0.798000,7.728004,03:33
47,7.447904,7.581429,0.802000,7.581430,03:32
48,7.291565,7.567432,0.798000,7.567430,03:33
49,7.387134,7.670153,0.773000,7.670153,03:33
50,7.314415,7.443404,0.794000,7.443404,03:32
51,7.427886,7.543509,0.792000,7.543509,03:32
52,7.212148,7.510129,0.795000,7.510128,03:33
53,7.326607,7.412454,0.805000,7.412454,03:36
54,7.193598,7.442854,0.787000,7.442854,03:43
55,7.312080,7.561301,0.796000,7.561301,03:33
56,7.244339,7.367546,0.805000,7.367544,03:33
57,7.179330,7.327803,0.786000,7.327803,03:34
58,7.118348,7.382981,0.781000,7.382980,03:31
59,7.181096,7.229906,0.792000,7.229908,03:32
60,7.040543,7.270311,0.792000,7.270312,03:31
61,7.007038,7.400368,0.789000,7.400368,03:32
62,7.092098,7.248206,0.802000,7.248206,03:32
63,7.094948,7.215120,0.787000,7.215119,03:33
64,7.206785,7.306655,0.787000,7.306655,03:33
65,6.896450,7.260348,0.785000,7.260348,03:33
66,6.922927,7.325621,0.786000,7.325621,03:32
67,7.026781,7.272305,0.788000,7.272305,03:32
68,6.866343,7.181950,0.813000,7.181949,03:34
69,6.943751,7.378261,0.791000,7.378262,03:46
70,6.804985,7.154155,0.791000,7.154155,03:31
71,6.742383,7.090275,0.792000,7.090275,03:34
72,6.860720,7.181551,0.793000,7.181552,03:33
73,6.854873,7.228673,0.805000,7.228673,03:46
74,6.762163,7.066065,0.813000,7.066066,03:49
75,6.894551,7.167219,0.788000,7.167218,03:33
76,6.777706,7.034642,0.808000,7.034642,03:33
77,6.867900,7.179467,0.800000,7.179468,03:34
78,6.921441,7.189115,0.790000,7.189113,03:49
79,6.704107,7.116508,0.785000,7.116508,03:49
80,6.873208,7.055884,0.790000,7.055884,03:33
81,6.866146,7.069792,0.786000,7.069792,03:34
82,6.912950,7.150019,0.788000,7.150018,03:33
83,6.599575,7.034855,0.787000,7.034854,03:34
84,6.748686,6.846178,0.780000,6.846179,03:32
85,6.819173,6.860338,0.785000,6.860338,03:35
86,6.651480,7.033707,0.783000,7.033708,03:33
87,6.683377,7.039402,0.787000,7.039401,03:32
88,6.557608,6.890214,0.796000,6.890214,03:31
89,6.744548,6.864225,0.803000,6.864225,03:34
90,6.675220,7.044916,0.788000,7.044916,03:37
91,6.753115,6.839948,0.795000,6.839948,03:36
92,6.707432,6.951632,0.795000,6.951632,03:39
93,6.512307,6.872749,0.807000,6.872749,03:33
94,6.538058,6.702668,0.792000,6.702668,03:34
95,6.664314,6.858403,0.785000,6.858403,03:33
96,6.665807,6.899676,0.783000,6.899676,03:34
97,6.530137,6.765326,0.792000,6.765326,03:35
98,6.573238,6.820846,0.799000,6.820845,03:33
