epoch,train_loss,valid_loss,validation,fool_loss,div_loss_0,time
0,3.008043,3.043735,0.346000,2.043935,0.999801,03:35
1,2.196327,2.304491,0.567000,1.304523,0.999967,03:43
2,1.941482,2.012154,0.655000,1.012695,0.999458,03:42
3,1.763496,1.836509,0.707000,0.837071,0.999438,03:34
4,1.694823,1.779042,0.720000,0.779661,0.999381,03:40
5,1.622059,1.622716,0.772000,0.623588,0.999128,03:34
6,1.537104,1.671170,0.756000,0.671781,0.999390,03:32
7,1.476020,1.546345,0.793000,0.547086,0.999258,03:33
8,1.450633,1.511758,0.795000,0.512773,0.998986,03:32
9,1.389644,1.498281,0.801000,0.499295,0.998986,03:33
10,1.413293,1.476910,0.812000,0.477903,0.999007,03:34
11,1.439981,1.453649,0.820000,0.454708,0.998941,03:33
12,1.416499,1.451597,0.824000,0.452663,0.998934,03:31
13,1.415108,1.447105,0.825000,0.448167,0.998938,03:32
14,1.380522,1.415535,0.842000,0.416571,0.998964,03:32
15,1.374536,1.408150,0.846000,0.409171,0.998979,03:40
16,1.391739,1.391760,0.853000,0.392828,0.998932,03:33
17,1.383647,1.456102,0.819000,0.457318,0.998785,03:33
18,1.332603,1.387224,0.849000,0.388267,0.998957,03:35
19,1.367204,1.384698,0.855000,0.385778,0.998920,03:32
20,1.360388,1.378794,0.849000,0.379854,0.998940,03:35
21,1.362436,1.377026,0.852000,0.378050,0.998976,03:32
22,1.392301,1.378617,0.855000,0.379627,0.998990,03:32
23,1.319376,1.373559,0.854000,0.374574,0.998985,03:31
24,1.370692,1.371313,0.855000,0.372326,0.998987,03:32
25,1.322811,1.367018,0.855000,0.368122,0.998896,03:31
26,1.342906,1.368861,0.855000,0.369902,0.998959,03:31
27,1.334956,1.371426,0.855000,0.372434,0.998991,03:31
28,1.345481,1.375631,0.854000,0.376647,0.998985,03:33
29,1.284384,1.364222,0.855000,0.365282,0.998939,03:32
30,1.326712,1.363781,0.860000,0.364796,0.998985,03:31
31,1.299342,1.362552,0.859000,0.363544,0.999008,03:33
32,1.347122,1.361463,0.858000,0.362579,0.998884,03:31
33,1.307223,1.359141,0.857000,0.360147,0.998994,03:30
34,1.265786,1.360052,0.859000,0.361102,0.998950,03:32
35,1.312595,1.355326,0.860000,0.356329,0.998997,03:32
36,1.341166,1.374088,0.856000,0.375114,0.998974,03:32
37,1.290001,1.358672,0.860000,0.359699,0.998973,03:34
38,1.327556,1.357313,0.858000,0.358301,0.999012,03:31
39,1.309677,1.355076,0.858000,0.356053,0.999024,03:32
40,1.325554,1.354548,0.863000,0.355533,0.999015,03:31
41,1.358700,1.368185,0.855000,0.369202,0.998983,03:30
42,1.324146,1.351390,0.861000,0.352403,0.998987,03:32
43,1.290680,1.349991,0.857000,0.350974,0.999016,03:31
44,1.303294,1.346503,0.862000,0.347489,0.999013,03:31
45,1.324081,1.346048,0.864000,0.347051,0.998997,03:29
46,1.319002,1.352771,0.862000,0.353783,0.998988,03:32
47,1.375868,1.348617,0.864000,0.349615,0.999002,03:31
48,1.273555,1.345557,0.863000,0.346538,0.999019,03:33
49,1.287102,1.354578,0.862000,0.355593,0.998985,03:31
50,1.331181,1.345887,0.863000,0.346874,0.999013,03:31
51,1.329873,1.344962,0.861000,0.345959,0.999003,03:34
52,1.303731,1.344049,0.861000,0.345125,0.998924,03:31
53,1.317252,1.344344,0.863000,0.345383,0.998961,03:31
54,1.328913,1.341646,0.863000,0.342631,0.999015,03:38
55,1.320542,1.345936,0.860000,0.346910,0.999026,03:46
56,1.290743,1.343079,0.862000,0.344190,0.998889,03:45
57,1.278376,1.342507,0.860000,0.343558,0.998948,03:46
58,1.320447,1.342835,0.859000,0.343814,0.999021,03:34
59,1.300202,1.339683,0.864000,0.340815,0.998868,03:31
