epoch,train_loss,valid_loss,validation,targeted_validation,div_metric,entropy,fool_loss,time
0,9.547349,9.581046,0.348000,0.000000,777.000000,9.600423,9.581046,05:04
1,9.316710,9.446392,0.407000,0.000000,568.250000,8.740835,9.446389,04:58
2,9.095269,9.128329,0.457000,0.001000,559.000000,8.687411,9.128328,04:54
3,8.655337,8.722461,0.534000,0.000000,528.750000,8.613436,8.722462,04:54
4,8.311928,8.353461,0.648000,0.000000,487.500000,8.444678,8.353460,04:54
5,8.140920,8.193487,0.665000,0.002000,399.750000,7.651119,8.193485,04:51
6,8.022226,8.101821,0.682000,0.002000,430.500000,8.013878,8.101819,04:45
7,8.013618,8.002021,0.690000,0.002000,417.250000,7.870975,8.002020,04:46
8,7.865849,7.905810,0.698000,0.000000,541.500000,8.776104,7.905812,04:57
9,7.894454,7.955319,0.693000,0.002000,563.500000,8.801817,7.955317,04:48
10,7.789688,7.879108,0.695000,0.002000,562.500000,8.787933,7.879108,04:59
11,7.796388,7.898370,0.706000,0.000000,556.000000,8.772228,7.898371,04:54
12,7.742579,7.869869,0.714000,0.001000,562.000000,8.781576,7.869870,04:57
13,7.733051,7.854026,0.703000,0.001000,565.750000,8.822529,7.854027,05:05
14,7.751105,7.848097,0.720000,0.006000,557.500000,8.805323,7.848096,04:57
15,7.731081,7.771005,0.706000,0.005000,559.750000,8.785184,7.771005,04:57
16,7.720300,7.795114,0.713000,0.003000,564.250000,8.829679,7.795114,04:56
17,7.645173,7.755215,0.706000,0.006000,561.750000,8.833498,7.755215,05:00
18,7.685959,7.742065,0.708000,0.005000,561.000000,8.806662,7.742064,04:50
19,7.618195,7.721071,0.719000,0.002000,571.000000,8.831972,7.721070,04:51
20,7.605052,7.725332,0.723000,0.003000,570.000000,8.853971,7.725333,04:51
21,7.640508,7.696547,0.729000,0.002000,578.250000,8.915757,7.696548,05:01
22,7.551518,7.647337,0.727000,0.005000,566.500000,8.826859,7.647337,04:54
23,7.574256,7.658581,0.733000,0.002000,565.750000,8.818039,7.658582,04:50
24,7.528278,7.652742,0.731000,0.009000,579.000000,8.909966,7.652742,04:55
25,7.522189,7.556011,0.719000,0.003000,580.000000,8.891355,7.556010,04:55
26,7.537492,7.587895,0.731000,0.004000,597.000000,8.995249,7.587896,04:55
27,7.478784,7.546049,0.735000,0.007000,560.500000,8.764396,7.546048,04:55
28,7.457883,7.524709,0.724000,0.006000,568.000000,8.825027,7.524710,05:10
29,7.424210,7.494417,0.741000,0.005000,572.750000,8.850204,7.494417,05:20
30,7.414864,7.543382,0.736000,0.002000,560.500000,8.782902,7.543382,05:19
31,7.452364,7.478347,0.739000,0.003000,565.000000,8.805271,7.478348,05:21
32,7.389672,7.478045,0.712000,0.012000,577.750000,8.884554,7.478045,05:21
33,7.321958,7.373196,0.729000,0.013000,566.250000,8.801250,7.373197,05:10
34,7.334728,7.440968,0.750000,0.007000,563.250000,8.792906,7.440968,05:08
35,7.361108,7.433105,0.729000,0.005000,575.500000,8.859554,7.433105,05:16
36,7.286456,7.339184,0.736000,0.010000,579.000000,8.876848,7.339184,05:17
37,7.223269,7.329396,0.741000,0.012000,566.750000,8.800184,7.329396,05:03
38,7.212992,7.356457,0.730000,0.010000,582.500000,8.902851,7.356457,05:02
39,7.235956,7.297647,0.735000,0.012000,570.750000,8.840754,7.297647,05:02
40,7.175923,7.303766,0.761000,0.012000,569.750000,8.818469,7.303765,05:13
41,7.089262,7.277092,0.733000,0.012000,567.000000,8.806498,7.277092,05:04
42,7.211981,7.316035,0.735000,0.011000,569.750000,8.811142,7.316034,05:13
43,7.185111,7.295451,0.743000,0.011000,602.500000,8.966991,7.295451,04:58
44,7.084444,7.231900,0.739000,0.010000,569.000000,8.826262,7.231900,04:14
45,7.172192,7.235233,0.742000,0.008000,652.500000,9.200926,7.235234,04:06
46,7.129766,7.221657,0.748000,0.016000,588.750000,8.915629,7.221658,04:08
47,7.085767,7.200550,0.745000,0.009000,604.000000,8.989161,7.200551,04:05
48,7.050700,7.154891,0.738000,0.008000,567.500000,8.800681,7.154891,04:10
49,7.117699,7.160701,0.736000,0.009000,595.750000,8.964996,7.160702,04:05
50,7.116116,7.123719,0.717000,0.019000,588.250000,8.916684,7.123718,04:06
51,6.978052,7.192623,0.751000,0.019000,573.500000,8.839639,7.192624,04:04
