epoch,train_loss,valid_loss,validation,fool_loss,time
0,7.494172,7.552925,0.768000,7.552923,04:37
1,7.496492,7.634774,0.757000,7.634774,04:27
2,7.413730,7.613934,0.738000,7.613933,04:28
3,7.168671,7.627293,0.749000,7.627293,04:28
4,7.515020,7.552050,0.753000,7.552050,04:29
5,7.411609,7.412524,0.769000,7.412523,04:35
6,7.243047,7.563976,0.767000,7.563975,04:28
7,7.133578,7.390747,0.753000,7.390748,04:33
8,6.996560,7.356145,0.755000,7.356144,04:35
9,7.230724,7.435779,0.748000,7.435780,04:34
10,7.012503,7.501736,0.754000,7.501737,04:34
11,7.312104,7.380695,0.745000,7.380697,04:34
12,6.856204,7.347042,0.750000,7.347044,04:34
13,7.106016,7.232370,0.754000,7.232370,04:33
14,6.997149,7.377243,0.743000,7.377243,04:34
15,6.866531,7.234804,0.757000,7.234804,04:34
16,6.937835,7.110692,0.732000,7.110692,04:33
17,7.011652,7.056952,0.751000,7.056953,04:34
18,6.872469,7.124140,0.756000,7.124140,04:32
19,6.862321,7.214310,0.745000,7.214310,04:35
20,7.103530,7.059599,0.752000,7.059596,04:36
21,6.881629,6.972814,0.758000,6.972815,04:34
22,6.940522,7.070652,0.753000,7.070651,04:34
23,6.769152,7.045323,0.759000,7.045324,04:34
24,6.774338,6.990802,0.751000,6.990802,04:35
25,6.808121,7.155403,0.747000,7.155403,04:33
26,6.822421,7.110235,0.756000,7.110234,04:33
27,6.853367,6.960196,0.749000,6.960198,04:34
28,6.630469,6.980047,0.766000,6.980046,04:34
29,6.705849,6.978127,0.750000,6.978127,04:34
30,6.657695,6.905942,0.758000,6.905942,04:34
31,6.677233,6.927610,0.759000,6.927609,04:32
32,6.736289,6.847377,0.742000,6.847378,04:31
33,6.755010,6.848568,0.773000,6.848568,04:32
34,6.584234,6.792110,0.761000,6.792112,04:34
35,6.806951,6.738920,0.762000,6.738923,04:33
36,6.572886,6.863920,0.755000,6.863920,04:34
37,6.790190,6.813730,0.765000,6.813729,04:33
38,6.735488,6.875557,0.758000,6.875557,04:34
39,6.631380,6.804005,0.757000,6.804004,04:31
40,6.273071,6.892774,0.757000,6.892776,04:32
41,6.838651,6.760028,0.748000,6.760028,04:33
42,6.631987,6.698758,0.755000,6.698757,04:33
43,6.608720,6.790571,0.751000,6.790571,04:33
44,6.376034,6.851024,0.756000,6.851023,04:35
45,6.700058,6.706155,0.765000,6.706154,04:32
46,6.336353,6.539768,0.772000,6.539768,04:33
47,6.364393,6.531305,0.758000,6.531304,04:32
48,6.488716,6.708097,0.749000,6.708097,04:26
49,6.540799,6.692097,0.746000,6.692097,04:23
50,6.387331,6.720748,0.761000,6.720748,04:23
51,6.257758,6.726706,0.756000,6.726706,04:25
52,6.475181,6.562114,0.755000,6.562113,04:24
53,6.276215,6.644653,0.759000,6.644653,04:25
54,6.361495,6.690311,0.751000,6.690314,04:27
55,6.431254,6.568798,0.767000,6.568796,04:33
56,6.355089,6.641214,0.782000,6.641215,04:27
57,6.414437,6.693147,0.768000,6.693147,04:25
58,6.496863,6.588724,0.740000,6.588724,04:25
59,6.044703,6.564495,0.750000,6.564496,04:24
60,6.238155,6.599557,0.758000,6.599557,04:25
61,6.303130,6.437486,0.755000,6.437486,04:24
62,6.273837,6.411664,0.761000,6.411664,04:25
63,6.326311,6.485100,0.770000,6.485098,04:33
64,6.435174,6.440940,0.771000,6.440939,04:33
65,6.410978,6.641055,0.777000,6.641055,04:33
66,6.471046,6.572957,0.759000,6.572958,04:22
67,6.226809,6.520568,0.772000,6.520568,04:23
68,6.023547,6.394201,0.745000,6.394202,04:24
69,6.259823,6.523981,0.752000,6.523980,04:25
70,6.157248,6.571671,0.756000,6.571671,04:24
71,5.899335,6.393208,0.749000,6.393208,04:25
72,6.100964,6.445069,0.771000,6.445070,04:25
73,6.134167,6.487302,0.742000,6.487302,04:34
74,6.175993,6.465963,0.756000,6.465964,04:33
75,5.923727,6.617087,0.756000,6.617088,04:26
76,5.886036,6.418857,0.763000,6.418858,04:33
77,5.935661,6.422572,0.753000,6.422570,04:22
78,6.261086,6.414634,0.762000,6.414634,04:24
79,5.840433,6.258434,0.764000,6.258433,04:25
80,6.162967,6.343936,0.759000,6.343935,04:25
81,6.042471,6.374129,0.757000,6.374128,04:25
82,6.057018,6.448982,0.756000,6.448981,04:24
83,5.892248,6.307600,0.770000,6.307600,04:33
84,6.062439,6.325408,0.757000,6.325408,04:33
85,6.085804,6.307031,0.761000,6.307031,04:22
86,5.721805,6.559535,0.762000,6.559537,04:24
87,6.038022,6.210573,0.765000,6.210571,04:26
88,5.887469,6.306391,0.768000,6.306392,04:26
89,6.100088,6.248254,0.768000,6.248256,04:24
90,6.124295,6.263669,0.771000,6.263669,04:26
91,6.164447,6.409545,0.764000,6.409546,04:33
92,6.041294,6.230877,0.756000,6.230877,04:25
93,5.808103,6.308628,0.757000,6.308628,04:24
94,6.028409,6.232379,0.764000,6.232379,04:24
95,5.849164,6.225023,0.754000,6.225021,04:25
96,6.228379,6.185286,0.758000,6.185286,04:25
97,6.152926,6.419042,0.750000,6.419041,04:24
98,6.104755,6.130520,0.767000,6.130519,04:24
99,6.278004,6.224169,0.768000,6.224168,04:23
