epoch,train_loss,valid_loss,validation,targeted_validation,div_metric,entropy,fool_loss,time
0,6.081553,6.029375,0.610000,0.110000,480.000000,8.386973,6.029375,06:24
1,5.225877,5.381985,0.638000,0.196000,485.250000,7.998124,5.381984,06:27
2,4.775476,4.925621,0.653000,0.250000,448.500000,7.498816,4.925621,06:23
3,4.493242,4.685666,0.662000,0.291000,429.250000,7.147436,4.685665,06:23
4,4.267031,4.484133,0.676000,0.297000,432.000000,7.000913,4.484133,06:23
5,4.187607,4.405908,0.684000,0.320000,421.000000,7.003782,4.405907,06:15
6,4.012383,4.232500,0.686000,0.357000,410.000000,6.837683,4.232500,06:17
7,4.044709,4.139103,0.690000,0.352000,405.250000,6.586951,4.139102,06:18
8,3.850188,4.062631,0.700000,0.357000,399.500000,6.609376,4.062631,06:13
9,3.686239,3.971185,0.725000,0.388000,395.750000,6.561461,3.971185,06:14
10,3.756673,4.033880,0.679000,0.373000,418.750000,7.050544,4.033880,06:13
11,3.690269,3.898273,0.718000,0.406000,390.250000,6.436148,3.898273,06:03
12,3.520770,3.830448,0.719000,0.422000,388.250000,6.536884,3.830448,06:04
13,3.452632,3.714190,0.713000,0.422000,376.500000,6.361235,3.714191,05:55
14,3.593948,3.666447,0.723000,0.411000,382.750000,6.427151,3.666448,06:06
15,3.479629,3.726044,0.705000,0.399000,383.000000,6.560427,3.726045,05:59
16,3.473513,3.637644,0.734000,0.429000,369.500000,6.357405,3.637643,06:07
17,3.375781,3.688893,0.726000,0.408000,377.000000,6.471176,3.688893,06:09
18,3.455900,3.632915,0.735000,0.424000,379.250000,6.566192,3.632914,06:14
19,3.320598,3.538581,0.733000,0.461000,380.750000,6.545056,3.538582,06:18
20,3.170488,3.465551,0.747000,0.458000,398.250000,6.729630,3.465550,06:21
21,3.402122,3.441766,0.737000,0.464000,359.500000,6.249805,3.441766,06:17
22,3.239834,3.507068,0.729000,0.451000,386.000000,6.565519,3.507067,06:13
23,3.254556,3.465664,0.729000,0.469000,395.500000,6.681294,3.465663,06:26
24,3.126778,3.458923,0.723000,0.459000,373.750000,6.321771,3.458923,06:23
25,3.193827,3.374247,0.737000,0.472000,364.500000,6.157766,3.374248,06:22
26,3.108596,3.330444,0.719000,0.484000,388.000000,6.644542,3.330444,06:16
27,3.111668,3.411210,0.725000,0.461000,388.500000,6.439201,3.411210,06:17
28,3.132522,3.376025,0.730000,0.488000,384.500000,6.553950,3.376025,06:33
29,3.156737,3.336884,0.746000,0.484000,371.250000,6.350208,3.336884,06:33
30,2.949534,3.311214,0.730000,0.479000,368.500000,6.320042,3.311214,06:32
31,3.128260,3.292761,0.751000,0.490000,369.000000,6.129039,3.292761,06:35
32,3.064095,3.352618,0.746000,0.481000,402.000000,6.613083,3.352617,06:30
33,2.994962,3.200600,0.747000,0.485000,371.500000,6.427413,3.200600,06:05
34,2.882531,3.282327,0.752000,0.472000,355.000000,6.191054,3.282327,06:15
35,3.152266,3.230603,0.761000,0.499000,374.250000,6.429286,3.230602,06:11
36,3.080225,3.227446,0.748000,0.514000,385.500000,6.568686,3.227446,05:59
37,3.117092,3.350818,0.734000,0.479000,389.750000,6.666256,3.350818,06:00
38,2.957105,3.232114,0.748000,0.491000,382.250000,6.530544,3.232115,06:07
39,3.097018,3.211743,0.740000,0.518000,403.000000,6.559388,3.211743,06:05
40,3.076612,3.245420,0.733000,0.496000,389.750000,6.596090,3.245420,05:49
41,2.859068,3.082115,0.754000,0.518000,381.750000,6.356506,3.082114,05:53
42,2.882021,3.249199,0.748000,0.485000,384.750000,6.540213,3.249199,06:05
43,2.992552,3.196754,0.750000,0.492000,370.750000,6.392035,3.196754,06:05
44,2.939665,3.248192,0.754000,0.490000,389.750000,6.557730,3.248192,06:09
45,2.742154,3.257344,0.738000,0.494000,377.000000,6.355453,3.257345,06:07
46,2.891625,3.096979,0.750000,0.516000,389.000000,6.589988,3.096979,06:06
47,2.971035,3.162525,0.749000,0.484000,406.750000,6.682099,3.162524,06:14
48,2.902737,3.173113,0.757000,0.505000,382.000000,6.499664,3.173113,06:08
49,3.012755,3.148444,0.761000,0.509000,386.750000,6.519401,3.148443,06:08
50,2.820210,3.153103,0.755000,0.506000,414.000000,6.647719,3.153103,06:03
51,3.016168,3.200365,0.746000,0.531000,399.250000,6.646840,3.200366,06:03
52,2.862312,3.084299,0.757000,0.529000,417.250000,6.662927,3.084299,06:03
53,3.044203,3.144297,0.763000,0.515000,388.500000,6.583768,3.144297,06:05
54,2.962070,3.124202,0.753000,0.511000,384.500000,6.495500,3.124202,06:17
55,2.825966,3.066056,0.750000,0.516000,422.750000,6.743382,3.066056,06:03
56,2.846315,3.019182,0.761000,0.543000,367.500000,6.353280,3.019183,06:03
57,2.959212,3.098377,0.761000,0.520000,407.250000,6.841666,3.098377,06:08
58,2.851952,3.061911,0.763000,0.524000,414.000000,6.763056,3.061911,05:35
59,2.808967,3.066923,0.752000,0.511000,405.750000,6.532291,3.066923,05:00
