epoch,train_loss,valid_loss,validation,targeted_validation,div_metric,entropy,fool_loss,time
0,8.991191,8.972886,0.537000,0.000000,550.750000,8.754526,8.972886,03:50
1,8.890954,8.873910,0.540000,0.000000,542.000000,8.721343,8.873910,03:55
2,8.728142,8.787396,0.555000,0.001000,536.250000,8.775369,8.787397,03:57
3,8.704295,8.749197,0.561000,0.000000,547.250000,8.783131,8.749198,03:58
4,8.605824,8.715429,0.554000,0.000000,535.250000,8.650725,8.715430,03:55
5,8.583563,8.670793,0.555000,0.001000,533.500000,8.638846,8.670793,03:57
6,8.580649,8.625658,0.560000,0.001000,542.750000,8.679056,8.625659,03:56
7,8.536587,8.591088,0.550000,0.001000,544.500000,8.652739,8.591087,03:57
8,8.564683,8.608601,0.553000,0.001000,562.250000,8.708165,8.608601,03:58
9,8.580750,8.639777,0.553000,0.001000,559.500000,8.752850,8.639778,04:19
10,8.545211,8.612731,0.564000,0.000000,588.500000,8.757339,8.612731,04:46
11,8.457258,8.527959,0.570000,0.001000,544.750000,8.425249,8.527958,04:45
12,8.463669,8.450294,0.576000,0.002000,475.000000,7.268249,8.450294,04:43
13,8.475580,8.551840,0.572000,0.002000,477.000000,7.452441,8.551840,04:58
14,8.419463,8.456060,0.579000,0.000000,488.000000,7.464785,8.456060,04:46
15,8.430289,8.406936,0.580000,0.003000,491.750000,7.530076,8.406936,04:43
16,8.387241,8.459486,0.589000,0.001000,479.000000,7.372488,8.459486,04:34
17,8.284289,8.362453,0.575000,0.001000,491.250000,7.624658,8.362453,04:35
18,8.271546,8.340712,0.579000,0.000000,461.750000,7.071510,8.340712,04:34
19,8.264798,8.302410,0.587000,0.002000,565.500000,8.190420,8.302410,04:38
20,8.287951,8.292891,0.571000,0.001000,596.000000,8.418004,8.292892,06:09
21,8.178789,8.258748,0.571000,0.002000,626.250000,8.685262,8.258748,05:59
22,8.173943,8.237365,0.594000,0.001000,698.000000,9.228900,8.237365,05:30
23,8.170052,8.228266,0.603000,0.000000,709.250000,9.426281,8.228265,05:32
24,8.156588,8.241041,0.599000,0.001000,731.750000,9.573879,8.241042,05:56
25,8.184318,8.185401,0.589000,0.003000,721.000000,9.488806,8.185401,05:49
26,8.034450,8.136870,0.603000,0.001000,695.000000,9.367491,8.136870,05:41
27,8.097121,8.104799,0.592000,0.003000,693.750000,9.245348,8.104796,05:50
28,8.049104,8.121748,0.599000,0.002000,738.000000,9.557099,8.121748,05:52
29,8.088245,8.133620,0.588000,0.000000,723.250000,9.466290,8.133620,05:24
30,8.002837,8.116174,0.601000,0.002000,744.250000,9.605715,8.116175,05:36
31,8.016233,8.089530,0.597000,0.006000,737.750000,9.566818,8.089530,06:00
32,7.984173,8.124883,0.609000,0.004000,747.250000,9.603428,8.124883,05:55
33,8.010973,7.973683,0.608000,0.003000,741.000000,9.595825,7.973685,05:14
34,7.989677,7.974162,0.594000,0.002000,739.750000,9.574163,7.974163,05:40
35,7.972245,7.926982,0.592000,0.005000,683.250000,9.224416,7.926982,05:58
36,7.936637,8.086766,0.600000,0.002000,697.250000,9.260989,8.086766,05:26
37,7.913495,7.979409,0.612000,0.005000,735.250000,9.559608,7.979409,05:20
38,7.881562,7.942880,0.607000,0.005000,722.750000,9.499166,7.942881,05:42
39,7.869030,7.971904,0.612000,0.008000,735.500000,9.577499,7.971905,05:13
