epoch,train_loss,valid_loss,validation,targeted_validation,div_metric,entropy,fool_loss,time
0,8.954643,9.015869,0.520000,0.000000,551.000000,8.759030,9.015869,05:04
1,8.781164,8.855455,0.563000,0.000000,537.750000,8.757511,8.855455,05:06
2,8.675216,8.770299,0.583000,0.001000,491.500000,8.467473,8.770299,05:14
3,8.600194,8.686468,0.616000,0.001000,496.500000,8.475923,8.686467,05:21
4,8.535629,8.587110,0.620000,0.002000,470.250000,8.247765,8.587108,05:12
5,8.402476,8.499336,0.642000,0.002000,471.000000,8.223497,8.499335,05:04
6,8.283419,8.420417,0.694000,0.001000,504.500000,8.432278,8.420416,04:56
7,8.182738,8.288870,0.714000,0.000000,487.750000,8.152738,8.288871,04:56
8,8.089868,8.226044,0.717000,0.000000,596.250000,8.905754,8.226046,04:52
9,8.057982,8.186544,0.712000,0.000000,601.000000,8.949438,8.186544,05:58
10,8.018435,8.131968,0.735000,0.002000,613.750000,9.028595,8.131968,05:59
11,7.960679,8.080193,0.733000,0.002000,597.500000,8.894100,8.080192,06:26
12,7.982963,8.065395,0.744000,0.003000,592.750000,8.890255,8.065396,06:30
13,8.026204,8.079350,0.745000,0.000000,617.500000,9.065071,8.079349,06:24
14,7.942931,8.066633,0.729000,0.002000,589.500000,8.765350,8.066633,06:23
15,7.931668,8.035204,0.747000,0.000000,602.750000,8.825826,8.035205,06:23
16,7.960405,8.043158,0.741000,0.001000,576.000000,8.611515,8.043156,06:11
17,7.900435,7.951257,0.744000,0.001000,567.500000,8.481416,7.951257,06:16
18,7.927413,8.064548,0.739000,0.001000,592.500000,8.713015,8.064549,06:24
19,7.938938,7.953924,0.743000,0.003000,568.500000,8.520588,7.953924,06:04
20,7.866656,7.989647,0.746000,0.003000,581.250000,8.672781,7.989648,05:56
21,7.928644,7.906384,0.742000,0.002000,582.000000,8.645494,7.906384,06:06
22,7.866223,7.989887,0.741000,0.002000,556.750000,8.412550,7.989888,06:17
23,7.863896,7.999801,0.761000,0.001000,555.750000,8.391587,7.999801,06:06
24,7.871348,7.870572,0.749000,0.003000,550.500000,8.344677,7.870573,05:52
25,7.856659,7.930212,0.752000,0.002000,570.500000,8.441797,7.930212,06:11
26,7.891957,7.925333,0.743000,0.003000,581.500000,8.521525,7.925333,06:24
27,7.814828,7.994570,0.748000,0.001000,557.000000,8.392070,7.994569,05:59
28,7.831746,7.870917,0.753000,0.002000,570.750000,8.456600,7.870918,05:03
29,7.791310,7.927035,0.751000,0.003000,588.500000,8.601625,7.927037,05:05
30,7.812945,7.881072,0.752000,0.002000,562.250000,8.425056,7.881072,05:24
31,7.856501,7.862015,0.759000,0.003000,588.750000,8.645733,7.862016,05:13
32,7.750488,7.829050,0.757000,0.003000,557.500000,8.398473,7.829051,05:09
33,7.754408,7.840479,0.749000,0.001000,611.750000,8.770916,7.840479,05:03
34,7.751407,7.799964,0.759000,0.003000,623.250000,8.816239,7.799963,05:04
35,7.688869,7.851329,0.754000,0.002000,636.000000,8.989803,7.851330,05:26
36,7.713676,7.922227,0.755000,0.003000,612.500000,8.793159,7.922229,05:42
37,7.722729,7.842101,0.754000,0.000000,609.250000,8.776506,7.842102,05:49
38,7.756122,7.842435,0.759000,0.000000,586.750000,8.611778,7.842436,05:38
39,7.730064,7.869846,0.755000,0.002000,623.000000,8.835192,7.869847,05:27
