epoch,train_loss,valid_loss,validation,targeted_validation,div_metric,entropy,fool_loss,time
0,10.539020,10.549237,0.564000,0.000000,777.000000,9.600423,10.549237,05:12
1,9.538582,9.600757,0.726000,0.000000,499.750000,8.514772,9.600758,05:06
2,9.126520,9.282148,0.764000,0.000000,308.500000,6.792299,9.282149,05:05
3,9.051549,9.202923,0.775000,0.000000,274.500000,6.400857,9.202921,05:06
4,8.970035,9.113808,0.787000,0.000000,275.750000,6.411920,9.113809,04:59
5,8.983486,9.064493,0.788000,0.000000,261.500000,6.349881,9.064494,04:50
6,8.999749,9.036166,0.792000,0.000000,266.000000,6.404052,9.036167,05:08
7,8.837975,9.007480,0.790000,0.000000,257.750000,6.322439,9.007480,05:14
8,8.839526,8.962658,0.787000,0.000000,260.250000,6.377712,8.962659,05:10
9,8.721956,8.919376,0.796000,0.000000,264.750000,6.442516,8.919376,05:19
10,8.704307,8.904531,0.801000,0.000000,256.000000,6.357685,8.904532,05:10
11,8.732804,8.857956,0.803000,0.000000,264.500000,6.425831,8.857957,04:41
12,8.807147,8.846896,0.801000,0.000000,262.250000,6.331712,8.846895,04:44
13,8.675593,8.815495,0.801000,0.000000,259.750000,6.263870,8.815493,04:40
14,8.632957,8.792543,0.805000,0.000000,268.500000,6.348454,8.792542,04:40
15,8.656790,8.784573,0.807000,0.000000,259.500000,6.300454,8.784573,04:57
16,8.585941,8.768988,0.814000,0.000000,271.000000,6.349324,8.768988,04:57
17,8.581189,8.748569,0.814000,0.000000,255.250000,6.228798,8.748569,05:03
18,8.622711,8.730771,0.817000,0.000000,280.750000,6.438215,8.730769,04:58
19,8.522577,8.704206,0.817000,0.000000,255.250000,6.249487,8.704206,04:58
20,8.600279,8.698886,0.815000,0.000000,263.500000,6.256968,8.698886,05:09
21,8.598883,8.674517,0.818000,0.000000,299.250000,6.584935,8.674517,05:14
22,8.510093,8.663691,0.811000,0.000000,291.000000,6.549700,8.663691,05:11
23,8.515132,8.645348,0.817000,0.001000,301.750000,6.609662,8.645348,05:09
24,8.489823,8.625213,0.823000,0.001000,352.000000,7.034923,8.625214,05:02
25,8.474109,8.609234,0.816000,0.002000,369.750000,7.208829,8.609232,05:03
26,8.497805,8.602651,0.817000,0.001000,386.500000,7.317960,8.602651,05:03
27,8.377474,8.595273,0.819000,0.001000,348.250000,7.026924,8.595274,05:01
28,8.438902,8.568903,0.821000,0.001000,416.750000,7.598629,8.568903,05:02
29,8.354716,8.554714,0.819000,0.001000,362.500000,7.187309,8.554714,04:56
30,8.326693,8.531989,0.820000,0.001000,402.500000,7.455233,8.531988,05:00
31,8.332295,8.526450,0.817000,0.001000,496.250000,8.006248,8.526450,05:10
32,8.346409,8.523768,0.817000,0.002000,471.500000,7.933412,8.523767,05:09
33,8.255038,8.499586,0.821000,0.003000,444.000000,7.741803,8.499585,04:58
34,8.303488,8.500813,0.827000,0.003000,426.500000,7.546228,8.500811,04:35
35,8.232883,8.490255,0.821000,0.003000,417.500000,7.560564,8.490255,04:39
36,8.304353,8.480459,0.811000,0.003000,395.250000,7.305342,8.480460,04:34
37,8.320178,8.470092,0.813000,0.004000,367.500000,7.118146,8.470092,04:27
38,8.260916,8.439303,0.819000,0.003000,353.750000,6.990397,8.439303,04:26
39,8.280688,8.435474,0.815000,0.004000,332.000000,6.827789,8.435473,04:20
40,8.265963,8.405892,0.823000,0.004000,378.000000,7.240926,8.405892,04:05
41,8.211528,8.396999,0.822000,0.004000,383.750000,7.247482,8.396999,04:09
42,8.209069,8.379363,0.821000,0.005000,366.000000,7.090976,8.379363,04:03
43,8.117586,8.351645,0.827000,0.007000,337.250000,6.906893,8.351646,04:04
44,8.168635,8.332896,0.822000,0.007000,367.250000,7.137950,8.332894,04:05
45,8.107117,8.325967,0.815000,0.007000,360.500000,7.028143,8.325968,04:14
46,8.086195,8.309758,0.821000,0.005000,334.500000,6.855018,8.309758,04:08
47,8.124709,8.293077,0.819000,0.006000,367.250000,7.183062,8.293077,04:04
48,8.115945,8.275238,0.817000,0.007000,400.750000,7.455943,8.275239,04:07
49,7.973166,8.269414,0.821000,0.006000,342.500000,6.966085,8.269413,04:11
50,8.016517,8.256662,0.820000,0.008000,385.750000,7.312510,8.256662,04:06
