epoch,train_loss,valid_loss,validation,fool_loss,time
0,7.602667,7.759815,0.768000,7.759815,03:45
1,7.520234,7.774490,0.753000,7.774490,03:32
2,7.395335,7.875870,0.772000,7.875871,03:31
3,7.470152,7.613234,0.751000,7.613233,03:43
4,7.425610,7.633053,0.763000,7.633054,03:33
5,7.306495,7.525511,0.763000,7.525510,03:32
6,7.192471,7.441991,0.767000,7.441991,03:32
7,7.118478,7.366791,0.773000,7.366791,03:31
8,7.163307,7.290108,0.759000,7.290108,03:30
9,7.136838,7.469433,0.776000,7.469432,03:30
10,7.194303,7.303897,0.783000,7.303897,03:32
11,7.120996,7.375020,0.751000,7.375019,03:33
12,7.113101,7.255157,0.774000,7.255155,03:31
13,6.938023,7.259791,0.769000,7.259790,03:32
14,7.013108,7.214977,0.770000,7.214977,03:32
15,6.969698,7.266569,0.764000,7.266571,03:31
16,7.017179,7.259139,0.770000,7.259139,03:32
17,6.894695,7.229064,0.762000,7.229064,03:32
18,6.924213,7.118117,0.747000,7.118118,03:32
19,6.886305,7.075485,0.771000,7.075484,03:31
20,6.871089,7.095486,0.759000,7.095485,03:32
21,6.840689,6.987873,0.771000,6.987874,03:46
22,6.748779,6.879786,0.778000,6.879786,03:48
23,6.673542,6.936295,0.780000,6.936296,03:29
24,6.659080,7.006627,0.774000,7.006627,03:31
25,6.792679,6.863347,0.787000,6.863346,03:35
26,6.566424,6.942345,0.773000,6.942346,03:33
27,6.592927,7.014288,0.774000,7.014289,03:33
28,6.544527,7.016124,0.772000,7.016125,03:32
29,6.583234,6.952862,0.766000,6.952862,03:31
30,6.553178,6.854487,0.793000,6.854486,03:33
31,6.419079,6.644710,0.780000,6.644710,03:34
32,6.670497,6.843694,0.784000,6.843693,03:32
33,6.560809,6.744598,0.767000,6.744598,03:33
34,6.563771,6.650337,0.788000,6.650337,03:32
35,6.647780,6.809923,0.768000,6.809924,03:33
36,6.541987,6.747716,0.774000,6.747715,03:34
37,6.394763,6.648475,0.772000,6.648475,03:34
38,6.444897,6.784727,0.769000,6.784727,03:32
39,6.489086,6.687109,0.786000,6.687109,03:32
40,6.328157,6.722452,0.777000,6.722454,03:31
41,6.277425,6.703044,0.771000,6.703044,03:32
42,6.433643,6.651679,0.763000,6.651680,03:31
43,6.417463,6.561535,0.779000,6.561534,03:33
44,6.277575,6.796648,0.760000,6.796648,03:39
45,6.431048,6.651577,0.774000,6.651577,03:31
46,6.568657,6.541457,0.773000,6.541458,03:32
47,6.383751,6.445944,0.778000,6.445944,03:30
48,6.489401,6.613256,0.781000,6.613256,03:31
49,6.261104,6.564000,0.770000,6.564001,03:32
50,6.301043,6.543500,0.761000,6.543500,03:32
51,6.424499,6.491646,0.781000,6.491647,03:32
52,6.246367,6.388817,0.786000,6.388816,03:33
53,6.312192,6.575799,0.786000,6.575798,03:30
54,6.149604,6.340523,0.786000,6.340523,03:31
55,6.218987,6.502746,0.786000,6.502743,03:35
56,6.254837,6.538825,0.785000,6.538825,03:32
57,6.033319,6.499450,0.779000,6.499450,03:33
58,6.253014,6.448682,0.770000,6.448682,03:33
59,6.180943,6.366917,0.769000,6.366918,03:33
60,6.290116,6.489289,0.773000,6.489290,03:34
61,6.220502,6.424995,0.776000,6.424995,03:30
62,6.107023,6.291749,0.777000,6.291749,03:31
63,6.160665,6.375643,0.772000,6.375643,03:34
64,6.195490,6.361976,0.782000,6.361976,03:33
65,6.142345,6.309069,0.790000,6.309070,03:32
66,6.029931,6.399830,0.765000,6.399829,03:32
67,6.099737,6.359219,0.786000,6.359219,03:31
68,6.297141,6.267706,0.791000,6.267706,03:33
69,5.951252,6.351413,0.784000,6.351412,03:32
70,6.063936,6.370134,0.787000,6.370135,03:32
71,6.039712,6.367255,0.782000,6.367255,03:34
72,6.158398,6.427725,0.772000,6.427726,03:33
73,6.124427,6.310853,0.786000,6.310854,03:32
74,5.864710,6.262368,0.780000,6.262368,03:32
75,5.930278,6.238862,0.789000,6.238862,03:39
76,6.087724,6.285037,0.778000,6.285037,03:33
77,6.080849,6.315296,0.763000,6.315296,03:30
78,5.979403,6.325224,0.793000,6.325223,03:35
79,6.148961,6.307775,0.784000,6.307775,03:32
80,5.949721,6.236215,0.783000,6.236215,03:33
81,5.929208,6.376988,0.783000,6.376988,03:32
82,5.973062,6.270572,0.781000,6.270571,03:32
83,6.056120,6.364818,0.752000,6.364818,03:34
84,5.943130,6.325983,0.766000,6.325982,03:33
85,6.067148,6.333539,0.783000,6.333539,03:33
86,6.114366,6.351597,0.766000,6.351598,03:32
87,5.941355,6.230291,0.770000,6.230291,03:32
88,6.060251,6.262553,0.789000,6.262554,03:31
89,6.093047,6.167367,0.769000,6.167366,03:31
90,5.923909,6.163598,0.778000,6.163598,03:44
91,5.965943,6.186689,0.780000,6.186689,03:47
92,5.902319,6.221230,0.784000,6.221230,03:47
93,6.083084,6.183835,0.782000,6.183835,03:46
94,5.998457,6.200573,0.784000,6.200573,03:47
95,5.900745,6.332444,0.773000,6.332443,03:32
96,6.026564,6.188517,0.796000,6.188516,03:32
97,5.827810,6.108412,0.791000,6.108412,03:31
98,6.001599,6.181130,0.787000,6.181131,03:29
99,5.822857,6.419548,0.787000,6.419549,03:30
100,5.705435,6.254213,0.788000,6.254214,03:30
101,5.942945,6.107702,0.785000,6.107702,03:31
102,5.963215,5.998158,0.780000,5.998158,03:30
103,5.916853,6.300670,0.782000,6.300670,03:31
104,5.911779,6.052790,0.784000,6.052790,03:30
105,5.839239,6.027835,0.776000,6.027834,03:30
106,5.914398,6.068174,0.788000,6.068175,03:30
107,5.876486,6.062342,0.776000,6.062343,03:30
108,6.018204,6.268283,0.757000,6.268282,03:30
109,5.904007,6.138659,0.789000,6.138659,03:29
110,5.768764,6.062328,0.799000,6.062328,03:30
111,5.969436,6.214974,0.767000,6.214974,03:31
112,5.796825,6.135077,0.792000,6.135077,03:31
113,5.792442,6.076707,0.796000,6.076707,03:30
114,5.798674,6.128195,0.791000,6.128195,03:30
115,5.862922,6.061592,0.789000,6.061592,03:33
116,5.890992,6.027995,0.795000,6.027995,03:31
117,5.885985,6.010453,0.752000,6.010453,03:32
118,5.875679,6.027289,0.779000,6.027289,03:42
119,5.891221,6.023217,0.782000,6.023217,03:43
120,5.760562,5.887455,0.793000,5.887454,03:32
121,5.707943,6.024514,0.782000,6.024515,03:33
122,5.847275,6.066908,0.774000,6.066908,03:32
123,5.674516,5.997490,0.794000,5.997488,03:32
124,5.758708,6.057196,0.769000,6.057196,03:32
125,5.614966,6.125479,0.783000,6.125480,03:32
126,5.724787,6.049814,0.782000,6.049814,03:45
127,5.686458,5.916746,0.768000,5.916746,03:49
128,6.032397,5.982436,0.787000,5.982436,03:31
129,6.026268,6.063664,0.785000,6.063664,03:31
130,6.008245,6.220795,0.784000,6.220795,03:31
131,5.716137,5.836472,0.780000,5.836473,03:30
132,5.684190,6.029624,0.780000,6.029625,03:31
133,5.764847,5.920149,0.789000,5.920147,03:31
134,5.680229,6.053215,0.784000,6.053215,03:32
135,5.877495,5.918297,0.784000,5.918297,03:30
136,5.759120,6.034427,0.785000,6.034426,03:44
137,5.747937,6.096440,0.789000,6.096439,03:32
138,5.863176,6.081315,0.768000,6.081315,03:41
139,5.706713,6.050852,0.770000,6.050852,03:34
140,5.679763,5.937376,0.791000,5.937377,03:34
141,5.843196,5.954518,0.787000,5.954520,03:33
142,5.698172,5.976199,0.783000,5.976199,03:32
143,5.881761,6.038286,0.770000,6.038286,03:32
144,5.763814,5.999110,0.780000,5.999110,03:33
145,5.734760,5.986147,0.793000,5.986147,03:46
146,5.697815,5.893816,0.791000,5.893816,03:48
147,5.611272,5.900456,0.774000,5.900456,03:47
148,5.839828,5.904010,0.785000,5.904009,03:33
149,5.460522,5.916558,0.785000,5.916559,03:32
150,5.857219,5.965798,0.797000,5.965797,03:31
151,5.498190,5.972005,0.783000,5.972003,03:31
152,5.538849,5.955119,0.785000,5.955118,03:32
153,5.620349,6.008302,0.789000,6.008302,03:31
154,5.626391,5.897480,0.790000,5.897480,03:43
155,5.756399,5.832214,0.782000,5.832213,03:31
156,5.883576,5.873266,0.773000,5.873266,03:35
157,5.683729,5.904080,0.800000,5.904080,03:32
158,5.576711,5.986589,0.786000,5.986588,03:33
159,5.718059,5.930648,0.799000,5.930648,03:47
160,5.834345,5.965117,0.791000,5.965117,03:35
161,5.689488,5.965458,0.786000,5.965459,03:43
162,5.677813,5.831102,0.783000,5.831102,03:32
163,5.717358,5.998940,0.778000,5.998941,03:34
164,5.603024,5.768389,0.791000,5.768389,03:49
165,5.821277,5.976990,0.790000,5.976988,03:34
166,5.726868,5.997163,0.775000,5.997163,03:32
167,5.672887,5.817373,0.785000,5.817372,03:32
168,5.509085,5.797884,0.792000,5.797885,03:41
169,5.645823,5.795164,0.785000,5.795164,03:31
170,5.510073,5.911298,0.791000,5.911299,03:34
171,5.533514,5.967307,0.781000,5.967307,03:35
172,5.617501,5.963897,0.780000,5.963897,03:33
173,5.583109,5.986214,0.779000,5.986214,03:32
174,5.408391,5.904893,0.792000,5.904893,03:46
175,5.503282,5.865308,0.786000,5.865308,03:31
176,5.635910,5.824435,0.786000,5.824436,03:31
177,5.428745,5.762986,0.781000,5.762986,03:31
178,5.517407,5.986525,0.783000,5.986525,03:33
179,5.725779,5.940290,0.787000,5.940290,03:33
180,5.696312,6.008199,0.780000,6.008199,03:32
181,5.687580,5.951179,0.784000,5.951180,03:35
182,5.517838,5.953884,0.784000,5.953884,03:31
183,5.626733,5.688790,0.790000,5.688790,03:47
184,5.640115,5.828693,0.789000,5.828693,03:48
185,5.562603,5.679797,0.787000,5.679798,03:33
186,5.442192,5.801409,0.795000,5.801409,03:32
187,5.444510,5.706783,0.785000,5.706781,03:31
188,5.474848,5.926420,0.789000,5.926419,03:31
189,5.616907,5.779298,0.770000,5.779297,03:32
190,5.568483,5.854239,0.781000,5.854239,03:32
191,5.805620,5.741601,0.779000,5.741600,03:43
192,5.586436,5.920407,0.785000,5.920407,03:45
193,5.598858,5.733188,0.778000,5.733188,03:35
194,5.480764,5.878672,0.787000,5.878672,03:33
195,5.532869,5.785508,0.775000,5.785507,03:34
196,5.654232,5.716780,0.769000,5.716780,03:33
197,5.468601,5.797372,0.777000,5.797371,03:35
198,5.620306,5.853651,0.788000,5.853651,03:47
199,5.499444,5.817859,0.768000,5.817860,03:32
200,5.568470,5.782101,0.796000,5.782101,03:33
201,5.497714,5.838933,0.791000,5.838933,03:50
202,5.615105,5.783690,0.779000,5.783690,03:32
203,5.528464,5.779531,0.775000,5.779532,03:33
204,5.626103,5.819725,0.780000,5.819725,03:31
205,5.596035,5.726579,0.784000,5.726579,03:44
206,5.608507,5.662308,0.778000,5.662308,03:39
207,5.568167,5.877847,0.785000,5.877847,03:43
208,5.499722,5.865731,0.791000,5.865731,03:33
209,5.643075,5.790711,0.790000,5.790711,03:34
210,5.614900,5.906457,0.774000,5.906458,03:33
211,5.590213,5.720500,0.776000,5.720500,03:33
212,5.497155,5.767037,0.785000,5.767038,03:33
213,5.566106,5.780391,0.778000,5.780391,03:32
214,5.495842,5.769407,0.794000,5.769407,03:45
215,5.469808,5.774888,0.784000,5.774887,03:33
216,5.623187,5.828747,0.774000,5.828747,03:47
217,5.548222,5.844700,0.783000,5.844700,03:32
218,5.387540,5.810158,0.783000,5.810158,03:30
219,5.457420,5.730557,0.794000,5.730558,03:32
220,5.703097,5.731202,0.785000,5.731202,03:32
221,5.378505,5.768033,0.784000,5.768034,03:41
222,5.609738,5.804301,0.781000,5.804300,03:33
223,5.533587,5.900827,0.770000,5.900827,03:35
224,5.444910,5.742286,0.787000,5.742286,03:33
225,5.399838,5.647942,0.786000,5.647942,03:32
226,5.433628,5.792414,0.781000,5.792414,03:33
227,5.670553,5.630123,0.791000,5.630123,03:44
228,5.564785,5.814136,0.794000,5.814136,03:33
229,5.666269,5.660507,0.791000,5.660507,03:34
230,5.646607,5.813913,0.788000,5.813913,03:33
231,5.621102,5.713448,0.799000,5.713448,03:37
232,5.335171,5.768326,0.772000,5.768327,03:34
233,5.615891,5.708163,0.784000,5.708163,03:32
234,5.425076,5.840978,0.767000,5.840977,03:46
235,5.439090,5.626741,0.790000,5.626741,03:31
236,5.455934,5.747338,0.780000,5.747338,03:32
237,5.520211,5.708119,0.787000,5.708119,03:32
238,5.390438,5.696075,0.791000,5.696076,03:31
239,5.513051,5.651298,0.789000,5.651298,03:32
240,5.453399,5.884431,0.780000,5.884430,03:34
241,5.315232,5.705913,0.797000,5.705912,03:43
242,5.511653,5.727082,0.785000,5.727081,03:37
243,5.472535,5.692156,0.791000,5.692157,03:30
244,5.370432,5.762764,0.785000,5.762764,03:43
245,5.447567,5.699580,0.794000,5.699581,03:33
246,5.505836,5.744101,0.784000,5.744101,03:33
247,5.573177,5.711075,0.777000,5.711075,03:33
248,5.541870,5.521981,0.785000,5.521981,03:33
249,5.286654,5.745748,0.780000,5.745747,03:33
250,5.404562,5.704268,0.784000,5.704268,03:45
251,5.457640,5.707250,0.792000,5.707251,03:33
252,5.535978,5.723273,0.795000,5.723272,03:32
253,5.286993,5.748613,0.782000,5.748613,03:31
254,5.385741,5.677619,0.777000,5.677619,03:32
255,5.295287,5.655826,0.778000,5.655827,03:45
256,5.512804,5.742755,0.778000,5.742755,03:34
257,5.547809,5.742065,0.791000,5.742065,03:32
258,5.521777,5.702778,0.793000,5.702779,03:33
259,5.225089,5.602602,0.786000,5.602602,03:34
260,5.238731,5.763595,0.775000,5.763595,03:47
261,5.565362,5.617677,0.780000,5.617677,03:48
262,5.157287,5.552327,0.782000,5.552327,03:32
263,5.423270,5.580489,0.789000,5.580489,03:38
264,5.424150,5.623559,0.787000,5.623559,03:33
265,5.352412,5.588213,0.784000,5.588213,03:44
266,5.442317,5.590111,0.781000,5.590110,03:48
267,5.509940,5.734606,0.779000,5.734606,03:32
268,5.331141,5.654447,0.797000,5.654446,03:33
269,5.139490,5.617532,0.784000,5.617532,03:32
270,5.346665,5.581830,0.784000,5.581830,03:32
271,5.329848,5.725051,0.774000,5.725051,03:31
272,5.302586,5.775249,0.790000,5.775249,03:32
273,5.297346,5.709181,0.795000,5.709182,03:38
274,5.317631,5.676005,0.793000,5.676005,03:45
275,5.449284,5.702041,0.774000,5.702041,03:32
276,5.344512,5.642800,0.783000,5.642799,03:36
277,5.380532,5.756382,0.798000,5.756383,03:35
278,5.358765,5.634780,0.786000,5.634780,03:32
279,5.329919,5.613397,0.783000,5.613396,03:31
280,5.309726,5.675931,0.789000,5.675930,03:32
281,5.390060,5.523820,0.792000,5.523820,03:44
282,5.251556,5.703074,0.767000,5.703073,03:34
283,5.474525,5.700076,0.788000,5.700077,03:32
284,5.450922,5.592118,0.782000,5.592118,03:32
285,5.232934,5.566786,0.798000,5.566786,03:33
286,5.454708,5.729790,0.787000,5.729790,03:46
287,5.471726,5.657975,0.779000,5.657974,03:33
288,5.482103,5.729382,0.780000,5.729382,03:33
289,5.361431,5.645663,0.774000,5.645663,03:33
290,5.435578,5.638593,0.794000,5.638593,03:32
291,5.419420,5.622780,0.776000,5.622780,03:32
292,5.281125,5.411820,0.783000,5.411820,03:31
293,5.500197,5.639859,0.800000,5.639859,03:44
294,5.231424,5.615973,0.787000,5.615974,03:33
295,5.310644,5.578931,0.793000,5.578931,03:33
296,5.192293,5.761075,0.802000,5.761075,03:33
297,5.202435,5.607179,0.778000,5.607179,03:34
298,5.509460,5.643631,0.795000,5.643631,03:47
299,5.305283,5.628211,0.778000,5.628211,03:34
300,5.349129,5.686398,0.785000,5.686398,03:32
301,5.294960,5.590917,0.787000,5.590918,03:32
302,5.229765,5.678437,0.782000,5.678438,03:31
303,5.603441,5.543819,0.779000,5.543819,03:50
304,5.347414,5.693891,0.793000,5.693891,03:34
305,5.285985,5.586800,0.784000,5.586800,03:32
306,5.449906,5.413876,0.783000,5.413877,03:34
307,5.252137,5.556284,0.784000,5.556283,03:34
308,5.415192,5.663677,0.776000,5.663678,03:34
309,5.173315,5.651690,0.794000,5.651691,03:43
310,5.323152,5.561296,0.788000,5.561296,03:45
311,5.210101,5.558338,0.782000,5.558338,03:35
312,5.231794,5.505873,0.798000,5.505873,03:34
313,5.511869,5.670754,0.798000,5.670754,03:35
314,5.338954,5.641641,0.792000,5.641641,03:35
315,5.346949,5.512590,0.796000,5.512590,03:36
316,5.216487,5.486751,0.801000,5.486751,03:38
317,5.146331,5.586316,0.805000,5.586316,03:34
318,5.309812,5.585455,0.783000,5.585456,03:48
319,5.186308,5.545179,0.789000,5.545178,03:36
320,5.388855,5.558387,0.789000,5.558387,03:49
321,5.493796,5.648931,0.782000,5.648931,03:35
322,5.362030,5.651178,0.786000,5.651179,03:35
323,5.498872,5.553524,0.779000,5.553524,03:36
324,5.345809,5.458028,0.791000,5.458028,03:48
325,5.142495,5.395005,0.785000,5.395005,03:32
326,5.245779,5.528111,0.786000,5.528111,03:35
327,5.068675,5.592098,0.792000,5.592099,03:34
328,5.234574,5.612735,0.788000,5.612734,03:33
329,5.428611,5.629767,0.785000,5.629767,03:32
330,5.198173,5.402805,0.788000,5.402804,03:34
331,5.286894,5.665916,0.779000,5.665916,03:34
332,5.311682,5.614384,0.777000,5.614384,03:47
