epoch,train_loss,valid_loss,validation,targeted_validation,div_metric,entropy,fool_loss,time
0,8.655996,8.775501,0.556000,0.001000,493.000000,8.223354,8.775501,04:14
1,8.674328,8.711402,0.556000,0.000000,484.750000,8.106408,8.711401,04:13
