epoch,train_loss,valid_loss,validation,fool_loss,time
101,6.428654,6.617964,0.760000,6.617965,03:34
102,6.370619,6.726691,0.756000,6.726690,03:33
103,6.509465,6.654642,0.769000,6.654641,03:35
104,6.443087,6.619132,0.771000,6.619133,03:34
105,6.300375,6.621728,0.764000,6.621729,03:33
106,6.300545,6.562628,0.776000,6.562629,03:36
107,6.286569,6.524792,0.769000,6.524793,03:34
108,6.399932,6.646968,0.779000,6.646968,03:33
109,6.405046,6.486841,0.790000,6.486841,03:35
110,6.411890,6.500043,0.776000,6.500041,03:33
111,6.557395,6.614773,0.782000,6.614774,03:33
112,6.516795,6.488741,0.760000,6.488741,03:32
113,6.299901,6.532753,0.762000,6.532754,03:33
114,6.261589,6.453457,0.771000,6.453456,03:35
115,6.346712,6.545124,0.775000,6.545125,03:34
116,6.152312,6.466486,0.773000,6.466486,03:37
117,6.324380,6.529105,0.778000,6.529105,03:35
118,6.201293,6.505607,0.770000,6.505608,03:33
119,6.230585,6.443741,0.764000,6.443741,03:34
