epoch,train_loss,valid_loss,validation,fool_loss,time
0,9.652709,9.844127,0.711000,9.844128,03:50
1,9.576074,9.756730,0.720000,9.756730,03:42
2,9.475639,9.827409,0.718000,9.827409,03:44
3,9.297180,9.555831,0.713000,9.555832,03:43
4,9.218913,9.373610,0.719000,9.373610,03:43
5,9.110522,9.378680,0.726000,9.378681,03:41
6,9.037667,9.341721,0.721000,9.341722,03:42
7,9.097569,9.200201,0.727000,9.200201,03:42
8,8.762856,9.026227,0.733000,9.026227,03:40
9,8.845555,8.924720,0.746000,8.924721,03:39
10,8.876439,8.877804,0.724000,8.877803,03:40
11,8.794024,8.799447,0.718000,8.799448,03:41
12,8.698806,8.945310,0.741000,8.945310,03:40
13,8.571470,8.664582,0.749000,8.664582,03:45
14,8.586563,8.768965,0.727000,8.768965,03:45
15,8.471628,8.546827,0.738000,8.546827,03:43
16,8.346663,8.627542,0.753000,8.627542,03:44
17,8.382039,8.466250,0.754000,8.466250,03:47
18,8.302857,8.559335,0.748000,8.559337,03:42
19,8.249177,8.544321,0.753000,8.544321,03:42
20,8.050664,8.483695,0.760000,8.483695,03:42
21,8.033021,8.351314,0.760000,8.351313,03:41
22,8.069749,8.264640,0.755000,8.264641,03:39
23,8.032452,8.237765,0.748000,8.237765,03:39
24,8.074903,8.175906,0.760000,8.175906,03:39
25,7.909509,8.080946,0.755000,8.080947,03:39
26,7.963017,8.060548,0.760000,8.060548,03:37
27,7.761332,7.948483,0.758000,7.948483,03:36
28,7.722695,7.859984,0.765000,7.859984,03:37
29,7.748340,7.977218,0.760000,7.977217,03:36
30,7.808698,8.059863,0.745000,8.059862,03:36
31,7.676773,7.823644,0.765000,7.823644,03:36
32,7.841745,7.789670,0.771000,7.789670,03:37
33,7.830431,7.863353,0.761000,7.863353,03:36
34,7.555999,7.898667,0.765000,7.898667,03:35
35,7.632964,7.776861,0.774000,7.776861,03:36
36,7.523036,7.654567,0.758000,7.654568,03:37
37,7.545683,7.792889,0.756000,7.792887,03:38
38,7.441319,7.652805,0.761000,7.652804,03:36
39,7.396143,7.626688,0.766000,7.626688,03:35
40,7.348822,7.642863,0.759000,7.642863,03:35
41,7.361001,7.588521,0.773000,7.588522,03:34
42,7.458671,7.652665,0.766000,7.652667,03:33
43,7.275009,7.643028,0.760000,7.643027,03:34
44,7.199053,7.420168,0.761000,7.420167,03:37
45,7.279312,7.584516,0.761000,7.584514,03:37
46,7.287744,7.436168,0.776000,7.436169,03:34
47,7.321036,7.416892,0.770000,7.416892,03:35
48,7.132237,7.428194,0.778000,7.428193,03:35
49,6.998587,7.415705,0.762000,7.415705,03:35
50,7.094032,7.242588,0.757000,7.242588,03:33
51,7.209945,7.335640,0.767000,7.335640,03:33
52,7.154877,7.303527,0.775000,7.303527,03:34
53,7.207058,7.393279,0.757000,7.393279,03:35
54,7.107207,7.217580,0.765000,7.217580,03:35
55,7.001744,7.163110,0.764000,7.163110,03:35
56,7.007398,7.235833,0.771000,7.235832,03:34
57,7.133590,7.312140,0.768000,7.312139,03:36
58,7.061529,7.249503,0.754000,7.249501,03:37
59,7.102290,7.143103,0.764000,7.143103,03:34
60,6.993824,7.164412,0.765000,7.164413,03:36
61,7.004951,7.232989,0.757000,7.232990,03:35
62,6.809056,7.182436,0.763000,7.182436,03:35
63,7.072309,7.074456,0.770000,7.074457,03:34
64,6.696768,7.220859,0.758000,7.220860,03:36
65,6.822592,7.070123,0.748000,7.070123,03:35
66,6.856254,7.004561,0.774000,7.004560,03:36
67,6.813489,7.032899,0.768000,7.032900,03:35
68,6.926095,7.059806,0.756000,7.059806,03:36
69,6.859834,7.112674,0.774000,7.112674,03:35
70,6.807045,7.178961,0.767000,7.178961,03:35
71,6.653157,6.952282,0.782000,6.952282,03:35
72,6.896368,6.940476,0.765000,6.940476,03:36
73,6.694395,7.039620,0.774000,7.039619,03:36
74,6.711176,6.976660,0.756000,6.976659,03:36
75,6.636928,6.904465,0.765000,6.904464,03:34
76,6.601621,6.902030,0.761000,6.902030,03:34
77,6.672873,6.858870,0.774000,6.858869,03:35
78,6.617868,6.788253,0.774000,6.788253,03:35
79,6.707629,6.898759,0.761000,6.898758,03:35
80,6.752365,6.874231,0.772000,6.874230,03:34
81,6.548923,6.803828,0.756000,6.803828,03:36
82,6.628333,6.757108,0.755000,6.757108,03:34
83,6.742268,6.854840,0.765000,6.854842,03:36
84,6.476891,6.858294,0.765000,6.858294,03:35
85,6.697267,6.741584,0.781000,6.741584,03:34
86,6.706115,6.891818,0.769000,6.891818,03:34
87,6.579113,6.751660,0.771000,6.751659,03:38
88,6.512171,6.785100,0.771000,6.785100,03:35
89,6.579826,6.728299,0.764000,6.728298,03:34
90,6.490407,6.791191,0.768000,6.791192,03:38
91,6.514869,6.725699,0.777000,6.725698,03:33
92,6.493102,6.786786,0.776000,6.786787,03:33
93,6.543568,6.632204,0.774000,6.632205,03:35
94,6.396579,6.657391,0.763000,6.657392,03:32
95,6.567928,6.695901,0.773000,6.695902,03:35
96,6.575670,6.728432,0.770000,6.728432,03:33
97,6.364530,6.624708,0.782000,6.624709,03:35
98,6.393077,6.613768,0.764000,6.613768,03:33
99,6.412982,6.856853,0.758000,6.856853,03:34
100,6.464440,6.568810,0.762000,6.568810,03:35
