epoch,train_loss,valid_loss,validation,targeted_validation,div_metric,entropy,fool_loss,time
0,12.301879,12.299676,0.687000,0.000000,808.250000,9.666144,12.299675,08:55
1,11.506703,11.659547,0.732000,0.000000,438.500000,8.339764,11.659549,08:57
2,10.844011,11.238931,0.738000,0.001000,426.750000,8.140163,11.238930,08:58
3,10.665385,10.935619,0.749000,0.002000,507.750000,8.468261,10.935619,09:00
4,10.463298,10.656951,0.768000,0.003000,503.250000,8.255209,10.656951,08:56
5,9.996599,10.400609,0.767000,0.004000,532.250000,8.461264,10.400609,08:56
6,9.799885,10.197577,0.775000,0.006000,537.000000,8.444101,10.197575,09:03
7,9.772568,9.990300,0.767000,0.008000,541.250000,8.573654,9.990301,08:54
8,9.371876,9.832407,0.768000,0.011000,516.750000,8.408631,9.832406,08:54
9,9.201180,9.647567,0.781000,0.022000,554.750000,8.733339,9.647568,09:04
10,9.153742,9.456407,0.783000,0.028000,565.250000,8.865475,9.456407,08:39
11,9.029058,9.335709,0.776000,0.033000,536.500000,8.641236,9.335708,08:52
12,8.804151,9.193625,0.784000,0.044000,576.750000,8.945301,9.193626,08:53
13,8.666418,9.080194,0.775000,0.058000,580.000000,8.991628,9.080194,09:09
14,8.668903,8.969274,0.781000,0.071000,583.000000,9.010796,8.969273,09:03
15,8.537343,8.881200,0.777000,0.071000,588.750000,9.026540,8.881201,09:05
16,8.433451,8.773728,0.786000,0.078000,643.750000,9.271339,8.773726,09:11
17,8.260535,8.686541,0.787000,0.088000,625.750000,9.164653,8.686540,09:04
18,8.347495,8.583869,0.789000,0.086000,618.250000,9.122284,8.583868,09:06
19,8.068630,8.506408,0.786000,0.101000,606.250000,9.082883,8.506408,09:07
20,7.834696,8.409974,0.791000,0.109000,615.000000,9.127423,8.409972,09:04
21,7.916452,8.369386,0.783000,0.110000,599.750000,9.069915,8.369385,09:13
22,7.912522,8.291958,0.784000,0.121000,580.500000,8.970174,8.291959,09:03
23,7.679737,8.218819,0.790000,0.125000,574.750000,8.950485,8.218819,09:05
24,7.921806,8.172734,0.794000,0.125000,601.750000,9.071306,8.172733,09:08
25,7.622225,8.101731,0.790000,0.140000,605.750000,9.071842,8.101731,09:05
26,7.572555,8.044240,0.796000,0.133000,599.750000,9.100555,8.044240,09:09
27,7.785522,8.004785,0.794000,0.138000,633.500000,9.216862,8.004785,09:06
28,7.486807,7.959753,0.787000,0.152000,599.000000,9.071818,7.959753,09:03
29,7.362439,7.920185,0.796000,0.149000,651.250000,9.302851,7.920186,09:10
30,7.594298,7.846381,0.800000,0.154000,641.000000,9.273619,7.846380,09:04
31,7.326157,7.825607,0.796000,0.167000,635.500000,9.229633,7.825607,09:08
32,7.095369,7.746521,0.795000,0.163000,632.000000,9.218082,7.746521,09:08
33,7.226125,7.747939,0.797000,0.170000,660.250000,9.340006,7.747938,09:04
34,7.083371,7.684577,0.791000,0.174000,608.500000,9.125301,7.684576,09:10
35,7.273046,7.618582,0.798000,0.170000,643.750000,9.275162,7.618581,09:03
36,7.080441,7.602725,0.801000,0.172000,637.750000,9.241932,7.602725,09:06
37,7.016329,7.551914,0.804000,0.179000,617.750000,9.146925,7.551914,09:11
38,6.991779,7.510890,0.798000,0.179000,620.750000,9.162026,7.510890,09:04
39,6.875528,7.459296,0.799000,0.179000,652.750000,9.307624,7.459296,09:08
40,6.756998,7.423254,0.795000,0.189000,642.250000,9.262091,7.423254,09:07
41,6.695644,7.386237,0.800000,0.190000,625.000000,9.152435,7.386238,09:02
42,6.790133,7.334962,0.798000,0.195000,657.250000,9.314041,7.334961,09:11
43,6.868534,7.314896,0.791000,0.198000,641.000000,9.269275,7.314896,09:05
44,6.738055,7.289963,0.802000,0.203000,606.000000,9.105738,7.289964,09:08
45,6.815909,7.230059,0.805000,0.208000,588.750000,9.010689,7.230059,09:07
46,6.644080,7.203589,0.803000,0.217000,625.250000,9.187173,7.203589,09:03
47,6.767485,7.193172,0.801000,0.207000,630.000000,9.214916,7.193173,09:08
48,6.736593,7.149103,0.802000,0.225000,629.250000,9.205691,7.149104,09:05
49,6.365809,7.129762,0.808000,0.219000,620.250000,9.171118,7.129761,09:06
50,6.449530,7.116549,0.812000,0.221000,625.250000,9.178774,7.116550,09:05
51,6.450510,7.092856,0.808000,0.231000,617.250000,9.144358,7.092855,08:58
52,6.478346,7.048841,0.805000,0.233000,616.750000,9.149811,7.048840,09:03
53,6.500876,7.039143,0.811000,0.231000,597.000000,9.037312,7.039143,09:06
54,6.441337,7.004539,0.810000,0.230000,639.750000,9.234160,7.004539,08:59
55,6.394431,7.003921,0.803000,0.240000,582.250000,8.978350,7.003920,09:08
56,6.215114,6.963143,0.817000,0.238000,589.750000,9.023832,6.963142,09:01
57,6.391263,6.958871,0.808000,0.237000,568.750000,8.948378,6.958873,09:03
58,6.340626,6.928221,0.808000,0.242000,619.500000,9.112719,6.928222,09:08
