epoch,train_loss,valid_loss,validation,targeted_validation,div_metric,entropy,fool_loss,time
0,8.901327,8.980115,0.525000,0.000000,550.250000,8.762930,8.980114,07:51
1,8.915682,8.863758,0.534000,0.001000,541.000000,8.680640,8.863760,07:38
2,8.808101,8.921445,0.534000,0.000000,534.500000,8.710899,8.921447,08:14
3,8.688854,8.876951,0.543000,0.000000,533.000000,8.723340,8.876949,07:40
4,8.860399,8.791184,0.534000,0.002000,520.500000,8.655883,8.791183,07:28
5,8.787624,8.805757,0.534000,0.000000,528.750000,8.737670,8.805757,07:51
6,8.798115,8.846235,0.538000,0.000000,534.000000,8.726236,8.846237,08:09
7,8.744454,8.750906,0.548000,0.000000,532.000000,8.732289,8.750907,07:57
8,8.792200,8.768713,0.542000,0.002000,526.500000,8.677813,8.768710,07:56
9,8.730163,8.795919,0.547000,0.000000,524.250000,8.682640,8.795917,07:53
10,8.768868,8.799509,0.538000,0.003000,544.500000,8.831501,8.799507,08:17
11,8.714298,8.752219,0.548000,0.000000,535.500000,8.796251,8.752219,07:40
12,8.679455,8.804269,0.547000,0.002000,546.500000,8.815219,8.804270,07:49
13,8.723267,8.808047,0.542000,0.000000,565.750000,8.903502,8.808048,08:07
14,8.597508,8.713988,0.545000,0.000000,563.250000,8.852756,8.713987,06:45
15,8.767281,8.710029,0.543000,0.001000,546.750000,8.831333,8.710027,06:18
16,8.600348,8.727416,0.544000,0.001000,563.000000,8.879623,8.727417,06:34
17,8.671640,8.703926,0.551000,0.002000,609.250000,9.092247,8.703924,06:33
18,8.584767,8.633318,0.541000,0.000000,615.750000,9.114988,8.633316,06:22
19,8.633130,8.723333,0.553000,0.000000,604.250000,9.069225,8.723334,06:19
20,8.685246,8.708291,0.541000,0.000000,616.750000,9.125086,8.708291,06:34
21,8.685433,8.678462,0.544000,0.000000,583.250000,8.954357,8.678462,06:56
22,8.605894,8.663697,0.546000,0.002000,610.500000,9.058285,8.663697,06:52
23,8.604088,8.708493,0.553000,0.002000,590.500000,8.995754,8.708491,06:38
24,8.654448,8.665156,0.546000,0.000000,599.500000,9.005532,8.665158,05:50
25,8.545254,8.642331,0.551000,0.001000,606.500000,9.069786,8.642331,05:23
26,8.616704,8.682362,0.541000,0.001000,632.000000,9.157857,8.682361,05:23
27,8.590421,8.592003,0.550000,0.000000,632.500000,9.145035,8.592004,05:23
28,8.560926,8.737357,0.548000,0.000000,635.500000,9.134579,8.737354,05:32
29,8.531751,8.676238,0.547000,0.000000,612.500000,9.066132,8.676238,05:22
30,8.673432,8.627650,0.546000,0.001000,638.750000,9.156045,8.627653,05:23
31,8.575618,8.652262,0.555000,0.000000,630.250000,9.117105,8.652262,05:24
32,8.504189,8.654296,0.543000,0.000000,646.000000,9.169142,8.654295,05:24
33,8.675607,8.594811,0.557000,0.000000,610.000000,9.043966,8.594813,05:24
34,8.491054,8.583356,0.553000,0.001000,654.500000,9.180610,8.583355,05:24
35,8.498322,8.603610,0.559000,0.001000,668.500000,9.230164,8.603611,05:25
36,8.553627,8.616617,0.555000,0.000000,645.750000,9.154467,8.616617,05:25
37,8.493997,8.562082,0.562000,0.001000,683.250000,9.307732,8.562081,05:25
38,8.456311,8.541525,0.560000,0.001000,708.750000,9.426166,8.541523,05:26
39,8.476741,8.529697,0.559000,0.000000,729.500000,9.517723,8.529700,05:24
