epoch,train_loss,valid_loss,validation,fool_loss,div_loss_0,time
0,2.131242,2.173067,0.496000,1.173636,0.999431,03:33
1,2.063991,2.116108,0.515000,1.116338,0.999770,03:32
2,2.039117,2.051717,0.521000,1.052158,0.999559,03:33
3,1.913731,1.980573,0.540000,0.981486,0.999087,03:35
4,1.739972,1.880783,0.562000,0.881546,0.999236,03:32
5,1.774141,1.825620,0.590000,0.826434,0.999185,03:30
