epoch,train_loss,valid_loss,validation,fool_loss,div_loss_0,time
0,2.240611,2.309014,0.466000,1.309092,0.999921,03:31
1,2.156222,2.248593,0.491000,1.248668,0.999924,03:33
2,2.095420,2.116839,0.521000,1.117277,0.999563,03:31
3,1.992825,2.045682,0.534000,1.046537,0.999145,03:31
4,1.945642,1.971848,0.548000,0.973272,0.998575,03:32
5,1.818781,1.887483,0.583000,0.888153,0.999330,03:31
