epoch,train_loss,valid_loss,validation,fool_loss,div_loss_0,time
0,2.107265,2.192256,0.509000,1.192310,0.999946,03:32
1,2.125145,2.228494,0.492000,1.228797,0.999696,03:32
2,2.070509,2.138262,0.515000,1.138572,0.999690,03:34
3,1.987348,1.971998,0.548000,0.972660,0.999338,03:32
4,1.788793,1.855054,0.596000,0.855901,0.999154,03:32
5,1.642380,1.674886,0.677000,0.680428,0.994457,03:32
