epoch,train_loss,valid_loss,validation,fool_loss,time
0,10.634196,10.774694,0.670000,10.774694,03:35
1,10.311513,10.536634,0.706000,10.536633,03:37
2,10.224401,10.243521,0.702000,10.243522,03:35
3,10.019823,10.286950,0.708000,10.286948,03:47
4,9.855384,10.116000,0.714000,10.115998,03:34
5,9.733093,9.994454,0.697000,9.994454,03:35
