epoch,train_loss,valid_loss,validation,targeted_validation,div_metric,entropy,fool_loss,time
0,14.008753,14.140700,0.664000,0.000000,827.000000,9.710235,14.140703,06:03
1,12.976133,13.160864,0.692000,0.000000,374.000000,7.724484,13.160867,06:02
2,12.483463,12.786564,0.713000,0.000000,442.500000,8.152969,12.786565,06:03
