epoch,train_loss,valid_loss,validation,fool_loss,div_loss,time
0,1.757164,1.829133,0.707000,0.829588,0.999545,03:54
1,1.685858,1.793361,0.711000,0.793840,0.999521,03:55
2,1.745863,1.786621,0.719000,0.787114,0.999507,03:55
3,1.746943,1.777101,0.719000,0.777618,0.999483,03:56
