epoch,train_loss,valid_loss,validation,fool_loss,div_loss,time
0,2.408607,2.322494,0.461000,1.322550,0.999944,03:55
1,2.190641,2.266819,0.475000,1.266951,0.999868,03:54
2,2.176699,2.247920,0.479000,1.247986,0.999935,03:52
3,2.059159,2.113607,0.511000,1.114736,0.998871,03:54
