epoch,train_loss,valid_loss,validation,fool_loss,div_loss,time
0,2.422937,2.490088,0.423000,1.490129,0.999959,03:54
1,2.233970,2.319069,0.468000,1.319300,0.999770,03:52
2,1.952055,1.949504,0.584000,0.951207,0.998297,03:52
3,1.790109,1.805356,0.639000,0.806461,0.998895,03:57
