epoch,train_loss,valid_loss,validation,fool_loss,div_loss,time
0,2.216361,2.239758,0.500000,1.240188,0.999570,03:55
1,2.175760,2.205879,0.507000,1.208279,0.997601,03:59
2,1.640086,1.694467,0.681000,0.703013,0.991454,03:58
3,1.597259,1.671040,0.693000,0.672722,0.998318,03:58
