epoch,train_loss,valid_loss,validation,fool_loss,div_loss,time
0,2.334237,2.337910,0.466000,1.337994,0.999917,03:53
1,2.169313,2.265371,0.482000,1.265576,0.999795,03:52
2,2.100672,2.178386,0.494000,1.179924,0.998462,03:53
3,2.051357,2.068558,0.538000,1.068902,0.999656,03:53
