epoch,train_loss,valid_loss,validation,fool_loss,div_loss,time
0,2.353225,2.542906,0.427000,1.543307,0.999598,03:52
1,2.424468,2.441772,0.455000,1.441772,1.000000,03:54
2,2.416835,2.433221,0.456000,1.433221,1.000000,03:56
3,2.261919,2.357893,0.473000,1.357910,0.999983,03:53
