epoch,train_loss,valid_loss,validation,fool_loss,div_loss,time
0,2.285897,2.342462,0.485000,1.342669,0.999793,03:53
1,2.166459,2.228157,0.495000,1.228259,0.999898,03:53
2,2.103684,2.208526,0.495000,1.208797,0.999729,03:52
3,1.994850,2.032463,0.535000,1.033493,0.998970,03:53
