epoch,train_loss,valid_loss,validation,fool_loss,div_loss,time
0,2.514741,2.517467,0.412000,1.517979,0.999488,03:53
1,2.235712,2.248328,0.485000,1.248769,0.999558,03:55
2,2.123984,2.186766,0.502000,1.187047,0.999719,03:54
3,2.206076,2.232140,0.474000,1.259505,0.972635,03:57
