epoch,train_loss,valid_loss,validation,fool_loss,div_loss,time
0,2.690566,2.782712,0.371000,1.783327,0.999386,03:56
1,2.242954,2.250635,0.482000,1.250794,0.999840,03:53
2,2.017731,2.019019,0.566000,1.019530,0.999489,03:53
3,1.735880,1.868785,0.599000,0.870490,0.998295,03:52
