epoch,train_loss,valid_loss,validation,fool_loss,div_loss,time
0,2.129112,2.181187,0.497000,1.181460,0.999727,03:56
1,2.064613,2.096934,0.521000,1.097264,0.999669,03:56
2,1.931390,1.956656,0.548000,0.957124,0.999532,03:41
3,1.869955,1.881051,0.585000,0.881541,0.999511,03:32
