epoch,train_loss,valid_loss,validation,fool_loss,div_loss,time
0,2.215778,2.287610,0.482000,1.287933,0.999677,03:53
1,2.201893,2.206676,0.488000,1.207084,0.999592,03:52
2,2.114510,2.160924,0.510000,1.161215,0.999709,03:55
3,2.118923,2.095561,0.531000,1.095836,0.999725,03:56
