epoch,train_loss,valid_loss,validation,fool_loss,div_loss,time
0,2.462599,2.473010,0.439000,1.473409,0.999600,03:53
1,2.329267,2.446461,0.453000,1.446463,0.999998,03:53
2,2.282198,2.365902,0.448000,1.368130,0.997773,03:52
3,1.236861,1.263964,0.896000,0.264489,0.999475,03:53
