epoch,train_loss,valid_loss,validation,fool_loss,div_loss,time
0,1.939972,1.935899,0.639000,0.938254,0.997645,04:06
1,1.521403,1.564385,0.695000,0.771361,0.793024,03:55
2,1.319946,1.392640,0.732000,0.667079,0.725560,04:00
3,1.262528,1.279710,0.756000,0.606075,0.673636,03:54
