epoch,train_loss,valid_loss,validation,div_metric,fool_loss,div_loss,time
0,1.663298,1.725216,0.472000,772.750000,0.725296,0.999920,04:38
1,1.654706,1.703975,0.487000,540.500000,0.703981,0.999993,04:38
2,1.581710,1.677661,0.511000,523.500000,0.677879,0.999782,04:39
