epoch,train_loss,valid_loss,validation,div_metric,div_loss,time
0,0.307236,0.310164,0.315000,773.500000,0.775410,04:14
1,0.283853,0.285015,0.408000,739.250000,0.712537,04:13
2,0.262855,0.269237,0.387000,742.500000,0.673093,04:13
