epoch,train_loss,valid_loss,validation,div_metric,div_loss,time
0,0.314580,0.326227,0.258000,773.000000,0.815569,04:15
1,0.299228,0.305917,0.316000,769.250000,0.764793,04:15
2,0.296555,0.307034,0.340000,761.000000,0.767584,04:17
