epoch,train_loss,valid_loss,validation,div_metric,div_loss,time
0,0.300238,0.307782,0.316000,775.250000,0.769454,04:13
1,0.229049,0.250967,0.342000,756.000000,0.627417,04:13
2,0.191415,0.203755,0.558000,764.250000,0.509387,04:19
